,year,stars,topic
15085,2019,32,protein-sequences
15086,2020,32,protein-sequences
15087,2021,67,protein-sequences
15088,2022,87,protein-sequences
15089,2023,148,protein-sequences
15090,2024,324,protein-sequences
15091,2025,943,protein-sequences
15092,2013,0,protein-stability
15093,2016,0,protein-stability
15094,2017,0,protein-stability
15095,2018,0,protein-stability
15096,2019,0,protein-stability
15097,2020,0,protein-stability
15098,2021,23,protein-stability
15099,2022,23,protein-stability
15100,2023,23,protein-stability
15101,2024,23,protein-stability
15102,2025,23,protein-stability
15103,2013,0,protein-structure
15104,2016,0,protein-structure
15105,2017,0,protein-structure
15106,2018,22,protein-structure
15107,2019,22,protein-structure
15108,2020,63,protein-structure
15109,2021,161,protein-structure
15110,2022,263,protein-structure
15111,2023,372,protein-structure
15112,2024,1624,protein-structure
15113,2025,13146,protein-structure
15114,2013,0,protein-structure-prediction
15115,2016,0,protein-structure-prediction
15116,2017,0,protein-structure-prediction
15117,2018,0,protein-structure-prediction
15118,2019,0,protein-structure-prediction
15119,2020,0,protein-structure-prediction
15120,2021,0,protein-structure-prediction
15121,2022,0,protein-structure-prediction
15122,2023,75,protein-structure-prediction
15123,2024,241,protein-structure-prediction
15124,2025,241,protein-structure-prediction
15125,2013,0,proteins
15126,2016,120,proteins
15127,2017,120,proteins
15128,2018,120,proteins
15129,2019,120,proteins
15130,2020,144,proteins
15131,2021,144,proteins
15132,2022,208,proteins
15133,2023,208,proteins
15134,2024,517,proteins
15135,2025,517,proteins
15136,2013,0,proteomics
15137,2016,0,proteomics
15138,2017,23,proteomics
15139,2018,41,proteomics
15140,2019,56,proteomics
15141,2020,71,proteomics
15142,2021,141,proteomics
15143,2022,238,proteomics
15144,2023,313,proteomics
15145,2024,660,proteomics
15146,2025,2777,proteomics
15147,2013,0,pseudo-reference-genome
15148,2016,0,pseudo-reference-genome
15149,2017,0,pseudo-reference-genome
15150,2018,0,pseudo-reference-genome
15151,2019,0,pseudo-reference-genome
15152,2020,14,pseudo-reference-genome
15153,2021,14,pseudo-reference-genome
15154,2022,14,pseudo-reference-genome
15155,2023,14,pseudo-reference-genome
15156,2024,14,pseudo-reference-genome
15157,2025,14,pseudo-reference-genome
15158,2013,0,pthreads
15159,2016,0,pthreads
15160,2017,0,pthreads
15161,2018,0,pthreads
15162,2019,0,pthreads
15163,2020,0,pthreads
15164,2021,0,pthreads
15165,2022,0,pthreads
15166,2023,0,pthreads
15167,2024,0,pthreads
15168,2025,448,pthreads
15169,2013,0,public-health
15170,2016,0,public-health
15171,2017,0,public-health
15172,2018,0,public-health
15173,2019,0,public-health
15174,2020,0,public-health
15175,2021,0,public-health
15176,2022,0,public-health
15177,2023,58,public-health
15178,2024,58,public-health
15179,2025,58,public-health
15180,2013,0,pubmed
15181,2016,0,pubmed
15182,2017,0,pubmed
15183,2018,0,pubmed
15184,2019,0,pubmed
15185,2020,0,pubmed
15186,2021,0,pubmed
15187,2022,19,pubmed
15188,2023,57,pubmed
15189,2024,57,pubmed
15190,2025,57,pubmed
15191,2013,0,pybel
15192,2016,0,pybel
15193,2017,0,pybel
15194,2018,0,pybel
15195,2019,0,pybel
15196,2020,0,pybel
15197,2021,0,pybel
15198,2022,0,pybel
15199,2023,0,pybel
15200,2024,137,pybel
15201,2025,137,pybel
15202,2013,0,pygna
15203,2016,0,pygna
15204,2017,0,pygna
15205,2018,0,pygna
15206,2019,0,pygna
15207,2020,0,pygna
15208,2021,0,pygna
15209,2022,32,pygna
15210,2023,32,pygna
15211,2024,32,pygna
15212,2025,32,pygna
15213,2013,0,pygrid
15214,2016,0,pygrid
15215,2017,0,pygrid
15216,2018,0,pygrid
15217,2019,0,pygrid
15218,2020,17,pygrid
15219,2021,17,pygrid
15220,2022,17,pygrid
15221,2023,17,pygrid
15222,2024,17,pygrid
15223,2025,17,pygrid
15224,2013,0,pymol
15225,2016,0,pymol
15226,2017,0,pymol
15227,2018,0,pymol
15228,2019,0,pymol
15229,2020,0,pymol
15230,2021,0,pymol
15231,2022,0,pymol
15232,2023,0,pymol
15233,2024,117,pymol
15234,2025,117,pymol
15235,2013,0,pymol-plugin
15236,2016,0,pymol-plugin
15237,2017,0,pymol-plugin
15238,2018,0,pymol-plugin
15239,2019,0,pymol-plugin
15240,2020,0,pymol-plugin
15241,2021,0,pymol-plugin
15242,2022,0,pymol-plugin
15243,2023,0,pymol-plugin
15244,2024,117,pymol-plugin
15245,2025,117,pymol-plugin
15246,2013,0,pypi
15247,2016,0,pypi
15248,2017,0,pypi
15249,2018,0,pypi
15250,2019,0,pypi
15251,2020,0,pypi
15252,2021,0,pypi
15253,2022,0,pypi
15254,2023,0,pypi
15255,2024,0,pypi
15256,2025,1400,pypi
15257,2013,0,pypiper
15258,2016,0,pypiper
15259,2017,0,pypiper
15260,2018,0,pypiper
15261,2019,0,pypiper
15262,2020,0,pypiper
15263,2021,0,pypiper
15264,2022,22,pypiper
15265,2023,22,pypiper
15266,2024,22,pypiper
15267,2025,22,pypiper
15268,2013,0,pysyft
15269,2016,0,pysyft
15270,2017,0,pysyft
15271,2018,0,pysyft
15272,2019,0,pysyft
15273,2020,17,pysyft
15274,2021,17,pysyft
15275,2022,17,pysyft
15276,2023,17,pysyft
15277,2024,17,pysyft
15278,2025,17,pysyft
15279,2013,0,python-3
15280,2016,0,python-3
15281,2017,0,python-3
15282,2018,0,python-3
15283,2019,0,python-3
15284,2020,0,python-3
15285,2021,0,python-3
15286,2022,0,python-3
15287,2023,127,python-3
15288,2024,127,python-3
15289,2025,127,python-3
15290,2013,0,python-bindings
15291,2016,0,python-bindings
15292,2017,0,python-bindings
15293,2018,0,python-bindings
15294,2019,0,python-bindings
15295,2020,0,python-bindings
15296,2021,69,python-bindings
15297,2022,69,python-bindings
15298,2023,69,python-bindings
15299,2024,69,python-bindings
15300,2025,689,python-bindings
15301,2013,0,python3
15302,2016,0,python3
15303,2017,0,python3
15304,2018,0,python3
15305,2019,0,python3
15306,2020,0,python3
15307,2021,0,python3
15308,2022,50,python3
15309,2023,96,python3
15310,2024,96,python3
15311,2025,96,python3
15312,2013,0,pytorch
15313,2016,0,pytorch
15314,2017,0,pytorch
15315,2018,0,pytorch
15316,2019,0,pytorch
15317,2020,34,pytorch
15318,2021,65,pytorch
15319,2022,1293,pytorch
15320,2023,1400,pytorch
15321,2024,1400,pytorch
15322,2025,2549,pytorch
15323,2013,0,pytorch-geometric
15324,2016,0,pytorch-geometric
15325,2017,0,pytorch-geometric
15326,2018,0,pytorch-geometric
15327,2019,0,pytorch-geometric
15328,2020,0,pytorch-geometric
15329,2021,0,pytorch-geometric
15330,2022,0,pytorch-geometric
15331,2023,0,pytorch-geometric
15332,2024,0,pytorch-geometric
15333,2025,1149,pytorch-geometric
15334,2013,0,pytorch-implmention
15335,2016,0,pytorch-implmention
15336,2017,0,pytorch-implmention
15337,2018,0,pytorch-implmention
15338,2019,21,pytorch-implmention
15339,2020,21,pytorch-implmention
15340,2021,21,pytorch-implmention
15341,2022,21,pytorch-implmention
15342,2023,21,pytorch-implmention
15343,2024,21,pytorch-implmention
15344,2025,21,pytorch-implmention
15345,2013,0,qc
15346,2016,0,qc
15347,2017,0,qc
15348,2018,0,qc
15349,2019,18,qc
15350,2020,230,qc
15351,2021,230,qc
15352,2022,230,qc
15353,2023,230,qc
15354,2024,230,qc
15355,2025,2483,qc
15356,2013,0,qc-analysis
15357,2016,0,qc-analysis
15358,2017,0,qc-analysis
15359,2018,0,qc-analysis
15360,2019,0,qc-analysis
15361,2020,0,qc-analysis
15362,2021,0,qc-analysis
15363,2022,0,qc-analysis
15364,2023,0,qc-analysis
15365,2024,99,qc-analysis
15366,2025,99,qc-analysis
15367,2013,0,qiime
15368,2016,0,qiime
15369,2017,0,qiime
15370,2018,0,qiime
15371,2019,0,qiime
15372,2020,0,qiime
15373,2021,0,qiime
15374,2022,0,qiime
15375,2023,47,qiime
15376,2024,47,qiime
15377,2025,47,qiime
15378,2013,0,qpcr
15379,2016,0,qpcr
15380,2017,0,qpcr
15381,2018,0,qpcr
15382,2019,0,qpcr
15383,2020,0,qpcr
15384,2021,0,qpcr
15385,2022,0,qpcr
15386,2023,62,qpcr
15387,2024,62,qpcr
15388,2025,62,qpcr
15389,2013,0,qrs
15390,2016,0,qrs
15391,2017,0,qrs
15392,2018,0,qrs
15393,2019,0,qrs
15394,2020,0,qrs
15395,2021,0,qrs
15396,2022,0,qrs
15397,2023,0,qrs
15398,2024,273,qrs
15399,2025,273,qrs
15400,2013,0,qsar
15401,2016,0,qsar
15402,2017,0,qsar
15403,2018,0,qsar
15404,2019,0,qsar
15405,2020,0,qsar
15406,2021,0,qsar
15407,2022,0,qsar
15408,2023,0,qsar
15409,2024,1202,qsar
15410,2025,1202,qsar
15411,2013,0,qt5
15412,2016,0,qt5
15413,2017,32,qt5
15414,2018,32,qt5
15415,2019,32,qt5
15416,2020,145,qt5
15417,2021,145,qt5
15418,2022,145,qt5
15419,2023,145,qt5
15420,2024,145,qt5
15421,2025,145,qt5
15422,2013,0,qtl
15423,2016,0,qtl
15424,2017,0,qtl
15425,2018,0,qtl
15426,2019,0,qtl
15427,2020,0,qtl
15428,2021,0,qtl
15429,2022,0,qtl
15430,2023,42,qtl
15431,2024,42,qtl
15432,2025,42,qtl
15433,2013,0,quality
15434,2016,0,quality
15435,2017,0,quality
15436,2018,0,quality
15437,2019,0,quality
15438,2020,0,quality
15439,2021,0,quality
15440,2022,0,quality
15441,2023,0,quality
15442,2024,0,quality
15443,2025,2253,quality
15444,2013,0,quality-control
15445,2016,0,quality-control
15446,2017,40,quality-control
15447,2018,40,quality-control
15448,2019,58,quality-control
15449,2020,270,quality-control
15450,2021,270,quality-control
15451,2022,270,quality-control
15452,2023,270,quality-control
15453,2024,270,quality-control
15454,2025,3923,quality-control
15455,2013,0,quality-score
15456,2016,0,quality-score
15457,2017,0,quality-score
15458,2018,0,quality-score
15459,2019,0,quality-score
15460,2020,21,quality-score
15461,2021,21,quality-score
15462,2022,21,quality-score
15463,2023,21,quality-score
15464,2024,21,quality-score
15465,2025,21,quality-score
15466,2013,0,quantification
15467,2016,0,quantification
15468,2017,0,quantification
15469,2018,0,quantification
15470,2019,0,quantification
15471,2020,0,quantification
15472,2021,0,quantification
15473,2022,19,quantification
15474,2023,19,quantification
15475,2024,874,quantification
15476,2025,874,quantification
15477,2013,0,quantum-chemistry
15478,2016,0,quantum-chemistry
15479,2017,0,quantum-chemistry
15480,2018,0,quantum-chemistry
15481,2019,0,quantum-chemistry
15482,2020,0,quantum-chemistry
15483,2021,0,quantum-chemistry
15484,2022,0,quantum-chemistry
15485,2023,75,quantum-chemistry
15486,2024,178,quantum-chemistry
15487,2025,178,quantum-chemistry
15488,2013,0,quantum-computing
15489,2016,0,quantum-computing
15490,2017,0,quantum-computing
15491,2018,0,quantum-computing
15492,2019,0,quantum-computing
15493,2020,0,quantum-computing
15494,2021,0,quantum-computing
15495,2022,0,quantum-computing
15496,2023,0,quantum-computing
15497,2024,95,quantum-computing
15498,2025,95,quantum-computing
15499,2013,0,quasi-mapping
15500,2016,0,quasi-mapping
15501,2017,0,quasi-mapping
15502,2018,0,quasi-mapping
15503,2019,0,quasi-mapping
15504,2020,0,quasi-mapping
15505,2021,0,quasi-mapping
15506,2022,0,quasi-mapping
15507,2023,0,quasi-mapping
15508,2024,855,quasi-mapping
15509,2025,855,quasi-mapping
15510,2013,0,quasispecies
15511,2016,0,quasispecies
15512,2017,0,quasispecies
15513,2018,26,quasispecies
15514,2019,26,quasispecies
15515,2020,26,quasispecies
15516,2021,26,quasispecies
15517,2022,26,quasispecies
15518,2023,26,quasispecies
15519,2024,26,quasispecies
15520,2025,26,quasispecies
15521,2013,0,query-builder
15522,2016,0,query-builder
15523,2017,0,query-builder
15524,2018,0,query-builder
15525,2019,0,query-builder
15526,2020,0,query-builder
15527,2021,0,query-builder
15528,2022,0,query-builder
15529,2023,472,query-builder
15530,2024,472,query-builder
15531,2025,472,query-builder
15532,2013,0,qwen
15533,2016,0,qwen
15534,2017,0,qwen
15535,2018,0,qwen
15536,2019,0,qwen
15537,2020,0,qwen
15538,2021,0,qwen
15539,2022,0,qwen
15540,2023,0,qwen
15541,2024,0,qwen
15542,2025,569,qwen
15543,2013,0,r
15544,2016,0,r
15545,2017,46,r
15546,2018,102,r
15547,2019,227,r
15548,2020,363,r
15549,2021,469,r
15550,2022,717,r
15551,2023,779,r
15552,2024,1745,r
15553,2025,3267,r
15554,2013,0,radar-chart
15555,2016,0,radar-chart
15556,2017,0,radar-chart
15557,2018,0,radar-chart
15558,2019,0,radar-chart
15559,2020,0,radar-chart
15560,2021,0,radar-chart
15561,2022,0,radar-chart
15562,2023,0,radar-chart
15563,2024,0,radar-chart
15564,2025,1015,radar-chart
15565,2013,0,rag
15566,2016,0,rag
15567,2017,0,rag
15568,2018,0,rag
15569,2019,0,rag
15570,2020,0,rag
15571,2021,0,rag
15572,2022,0,rag
15573,2023,0,rag
15574,2024,923,rag
15575,2025,923,rag
15576,2013,0,rails-application
15577,2016,0,rails-application
15578,2017,10,rails-application
15579,2018,10,rails-application
15580,2019,10,rails-application
15581,2020,10,rails-application
15582,2021,10,rails-application
15583,2022,10,rails-application
15584,2023,10,rails-application
15585,2024,10,rails-application
15586,2025,10,rails-application
15587,2013,0,raku
15588,2016,0,raku
15589,2017,0,raku
15590,2018,48,raku
15591,2019,48,raku
15592,2020,48,raku
15593,2021,48,raku
15594,2022,48,raku
15595,2023,48,raku
15596,2024,48,raku
15597,2025,48,raku
15598,2013,0,rakudo
15599,2016,0,rakudo
15600,2017,0,rakudo
15601,2018,48,rakudo
15602,2019,48,rakudo
15603,2020,48,rakudo
15604,2021,48,rakudo
15605,2022,48,rakudo
15606,2023,48,rakudo
15607,2024,48,rakudo
15608,2025,48,rakudo
15609,2013,0,random-forest-classifier
15610,2016,0,random-forest-classifier
15611,2017,0,random-forest-classifier
15612,2018,0,random-forest-classifier
15613,2019,0,random-forest-classifier
15614,2020,0,random-forest-classifier
15615,2021,28,random-forest-classifier
15616,2022,28,random-forest-classifier
15617,2023,28,random-forest-classifier
15618,2024,28,random-forest-classifier
15619,2025,28,random-forest-classifier
15620,2013,0,raspberry-pi
15621,2016,0,raspberry-pi
15622,2017,0,raspberry-pi
15623,2018,0,raspberry-pi
15624,2019,0,raspberry-pi
15625,2020,24,raspberry-pi
15626,2021,24,raspberry-pi
15627,2022,24,raspberry-pi
15628,2023,24,raspberry-pi
15629,2024,24,raspberry-pi
15630,2025,24,raspberry-pi
15631,2013,0,ratatui
15632,2016,0,ratatui
15633,2017,0,ratatui
15634,2018,0,ratatui
15635,2019,0,ratatui
15636,2020,0,ratatui
15637,2021,0,ratatui
15638,2022,0,ratatui
15639,2023,0,ratatui
15640,2024,0,ratatui
15641,2025,426,ratatui
15642,2013,0,rcpp
15643,2016,0,rcpp
15644,2017,0,rcpp
15645,2018,0,rcpp
15646,2019,0,rcpp
15647,2020,17,rcpp
15648,2021,36,rcpp
15649,2022,36,rcpp
15650,2023,36,rcpp
15651,2024,36,rcpp
15652,2025,36,rcpp
15653,2013,0,rcppparallel
15654,2016,0,rcppparallel
15655,2017,0,rcppparallel
15656,2018,0,rcppparallel
15657,2019,0,rcppparallel
15658,2020,0,rcppparallel
15659,2021,19,rcppparallel
15660,2022,19,rcppparallel
15661,2023,19,rcppparallel
15662,2024,19,rcppparallel
15663,2025,19,rcppparallel
15664,2013,0,rcsb
15665,2016,0,rcsb
15666,2017,0,rcsb
15667,2018,0,rcsb
15668,2019,0,rcsb
15669,2020,0,rcsb
15670,2021,0,rcsb
15671,2022,0,rcsb
15672,2023,0,rcsb
15673,2024,0,rcsb
15674,2025,435,rcsb
15675,2013,0,rdf
15676,2016,0,rdf
15677,2017,0,rdf
15678,2018,0,rdf
15679,2019,0,rdf
15680,2020,35,rdf
15681,2021,35,rdf
15682,2022,35,rdf
15683,2023,82,rdf
15684,2024,82,rdf
15685,2025,82,rdf
15686,2013,0,rdkit
15687,2016,0,rdkit
15688,2017,0,rdkit
15689,2018,0,rdkit
15690,2019,0,rdkit
15691,2020,0,rdkit
15692,2021,42,rdkit
15693,2022,42,rdkit
15694,2023,42,rdkit
15695,2024,42,rdkit
15696,2025,42,rdkit
15697,2013,0,react
15698,2016,0,react
15699,2017,0,react
15700,2018,24,react
15701,2019,24,react
15702,2020,24,react
15703,2021,24,react
15704,2022,51,react
15705,2023,523,react
15706,2024,523,react
15707,2025,2645,react
15708,2013,0,react-admin
15709,2016,0,react-admin
15710,2017,0,react-admin
15711,2018,0,react-admin
15712,2019,0,react-admin
15713,2020,0,react-admin
15714,2021,0,react-admin
15715,2022,0,react-admin
15716,2023,472,react-admin
15717,2024,472,react-admin
15718,2025,472,react-admin
15719,2013,0,reactjs
15720,2016,0,reactjs
15721,2017,0,reactjs
15722,2018,0,reactjs
15723,2019,0,reactjs
15724,2020,0,reactjs
15725,2021,0,reactjs
15726,2022,0,reactjs
15727,2023,472,reactjs
15728,2024,472,reactjs
15729,2025,472,reactjs
15730,2013,0,read-aligners
15731,2016,0,read-aligners
15732,2017,0,read-aligners
15733,2018,0,read-aligners
15734,2019,0,read-aligners
15735,2020,0,read-aligners
15736,2021,0,read-aligners
15737,2022,264,read-aligners
15738,2023,310,read-aligners
15739,2024,310,read-aligners
15740,2025,1069,read-aligners
15741,2013,0,read-mapping
15742,2016,0,read-mapping
15743,2017,0,read-mapping
15744,2018,0,read-mapping
15745,2019,0,read-mapping
15746,2020,33,read-mapping
15747,2021,33,read-mapping
15748,2022,33,read-mapping
15749,2023,78,read-mapping
15750,2024,78,read-mapping
15751,2025,78,read-mapping
15752,2013,0,read-overlapping
15753,2016,0,read-overlapping
15754,2017,0,read-overlapping
15755,2018,0,read-overlapping
15756,2019,0,read-overlapping
15757,2020,0,read-overlapping
15758,2021,0,read-overlapping
15759,2022,0,read-overlapping
15760,2023,45,read-overlapping
15761,2024,45,read-overlapping
15762,2025,45,read-overlapping
15763,2013,0,read-simulation
15764,2016,0,read-simulation
15765,2017,0,read-simulation
15766,2018,0,read-simulation
15767,2019,0,read-simulation
15768,2020,0,read-simulation
15769,2021,0,read-simulation
15770,2022,0,read-simulation
15771,2023,46,read-simulation
15772,2024,46,read-simulation
15773,2025,46,read-simulation
15774,2013,0,recombination
15775,2016,0,recombination
15776,2017,0,recombination
15777,2018,0,recombination
15778,2019,37,recombination
15779,2020,37,recombination
15780,2021,37,recombination
15781,2022,37,recombination
15782,2023,37,recombination
15783,2024,37,recombination
15784,2025,37,recombination
15785,2013,0,recommender-systems
15786,2016,0,recommender-systems
15787,2017,0,recommender-systems
15788,2018,0,recommender-systems
15789,2019,0,recommender-systems
15790,2020,28,recommender-systems
15791,2021,28,recommender-systems
15792,2022,28,recommender-systems
15793,2023,28,recommender-systems
15794,2024,28,recommender-systems
15795,2025,28,recommender-systems
15796,2013,0,recurrent-neural-networks
15797,2016,0,recurrent-neural-networks
15798,2017,0,recurrent-neural-networks
15799,2018,0,recurrent-neural-networks
15800,2019,0,recurrent-neural-networks
15801,2020,0,recurrent-neural-networks
15802,2021,0,recurrent-neural-networks
15803,2022,0,recurrent-neural-networks
15804,2023,0,recurrent-neural-networks
15805,2024,273,recurrent-neural-networks
15806,2025,273,recurrent-neural-networks
15807,2013,0,redundancy
15808,2016,0,redundancy
15809,2017,0,redundancy
15810,2018,0,redundancy
15811,2019,15,redundancy
15812,2020,15,redundancy
15813,2021,15,redundancy
15814,2022,15,redundancy
15815,2023,15,redundancy
15816,2024,15,redundancy
15817,2025,15,redundancy
15818,2013,0,redux
15819,2016,0,redux
15820,2017,0,redux
15821,2018,0,redux
15822,2019,0,redux
15823,2020,0,redux
15824,2021,0,redux
15825,2022,27,redux
15826,2023,27,redux
15827,2024,27,redux
15828,2025,27,redux
15829,2013,0,reference-implementation
15830,2016,0,reference-implementation
15831,2017,0,reference-implementation
15832,2018,99,reference-implementation
15833,2019,99,reference-implementation
15834,2020,99,reference-implementation
15835,2021,99,reference-implementation
15836,2022,99,reference-implementation
15837,2023,99,reference-implementation
15838,2024,99,reference-implementation
15839,2025,99,reference-implementation
15840,2013,0,regex
15841,2016,0,regex
15842,2017,11,regex
15843,2018,11,regex
15844,2019,11,regex
15845,2020,11,regex
15846,2021,11,regex
15847,2022,11,regex
15848,2023,11,regex
15849,2024,11,regex
15850,2025,11,regex
15851,2013,0,regulatory-genomics
15852,2016,0,regulatory-genomics
15853,2017,0,regulatory-genomics
15854,2018,0,regulatory-genomics
15855,2019,0,regulatory-genomics
15856,2020,0,regulatory-genomics
15857,2021,0,regulatory-genomics
15858,2022,0,regulatory-genomics
15859,2023,0,regulatory-genomics
15860,2024,70,regulatory-genomics
15861,2025,70,regulatory-genomics
15862,2013,0,relation-extraction
15863,2016,0,relation-extraction
15864,2017,0,relation-extraction
15865,2018,18,relation-extraction
15866,2019,18,relation-extraction
15867,2020,18,relation-extraction
15868,2021,18,relation-extraction
15869,2022,47,relation-extraction
15870,2023,47,relation-extraction
15871,2024,47,relation-extraction
15872,2025,47,relation-extraction
15873,2013,0,rep-seq
15874,2016,0,rep-seq
15875,2017,0,rep-seq
15876,2018,39,rep-seq
15877,2019,66,rep-seq
15878,2020,66,rep-seq
15879,2021,66,rep-seq
15880,2022,66,rep-seq
15881,2023,66,rep-seq
15882,2024,208,rep-seq
15883,2025,208,rep-seq
15884,2013,0,repeatmasker
15885,2016,0,repeatmasker
15886,2017,0,repeatmasker
15887,2018,0,repeatmasker
15888,2019,0,repeatmasker
15889,2020,0,repeatmasker
15890,2021,0,repeatmasker
15891,2022,0,repeatmasker
15892,2023,59,repeatmasker
15893,2024,59,repeatmasker
15894,2025,59,repeatmasker
15895,2013,0,repertoire
15896,2016,0,repertoire
15897,2017,0,repertoire
15898,2018,0,repertoire
15899,2019,0,repertoire
15900,2020,0,repertoire
15901,2021,0,repertoire
15902,2022,0,repertoire
15903,2023,0,repertoire
15904,2024,142,repertoire
15905,2025,142,repertoire
15906,2013,0,reporting
15907,2016,0,reporting
15908,2017,0,reporting
15909,2018,0,reporting
15910,2019,0,reporting
15911,2020,0,reporting
15912,2021,0,reporting
15913,2022,0,reporting
15914,2023,0,reporting
15915,2024,0,reporting
15916,2025,1400,reporting
15917,2013,0,representation-learning
15918,2016,0,representation-learning
15919,2017,0,representation-learning
15920,2018,0,representation-learning
15921,2019,0,representation-learning
15922,2020,0,representation-learning
15923,2021,141,representation-learning
15924,2022,141,representation-learning
15925,2023,141,representation-learning
15926,2024,141,representation-learning
15927,2025,141,representation-learning
15928,2013,0,reproducible-research
15929,2016,0,reproducible-research
15930,2017,24,reproducible-research
15931,2018,24,reproducible-research
15932,2019,44,reproducible-research
15933,2020,44,reproducible-research
15934,2021,44,reproducible-research
15935,2022,44,reproducible-research
15936,2023,44,reproducible-research
15937,2024,118,reproducible-research
15938,2025,3889,reproducible-research
15939,2013,0,reproducible-science
15940,2016,0,reproducible-science
15941,2017,0,reproducible-science
15942,2018,0,reproducible-science
15943,2019,0,reproducible-science
15944,2020,0,reproducible-science
15945,2021,0,reproducible-science
15946,2022,0,reproducible-science
15947,2023,0,reproducible-science
15948,2024,0,reproducible-science
15949,2025,3242,reproducible-science
15950,2013,0,reprogramming
15951,2016,0,reprogramming
15952,2017,0,reprogramming
15953,2018,0,reprogramming
15954,2019,0,reprogramming
15955,2020,18,reprogramming
15956,2021,18,reprogramming
15957,2022,18,reprogramming
15958,2023,18,reprogramming
15959,2024,18,reprogramming
15960,2025,18,reprogramming
15961,2013,0,repurposing-drugs
15962,2016,0,repurposing-drugs
15963,2017,0,repurposing-drugs
15964,2018,0,repurposing-drugs
15965,2019,0,repurposing-drugs
15966,2020,0,repurposing-drugs
15967,2021,0,repurposing-drugs
15968,2022,0,repurposing-drugs
15969,2023,0,repurposing-drugs
15970,2024,1108,repurposing-drugs
15971,2025,1108,repurposing-drugs
15972,2013,0,research
15973,2016,0,research
15974,2017,0,research
15975,2018,64,research
15976,2019,89,research
15977,2020,412,research
15978,2021,601,research
15979,2022,739,research
15980,2023,1045,research
15981,2024,1553,research
15982,2025,1983,research
15983,2013,0,reservoir-sampling
15984,2016,0,reservoir-sampling
15985,2017,0,reservoir-sampling
15986,2018,0,reservoir-sampling
15987,2019,0,reservoir-sampling
15988,2020,69,reservoir-sampling
15989,2021,69,reservoir-sampling
15990,2022,69,reservoir-sampling
15991,2023,69,reservoir-sampling
15992,2024,69,reservoir-sampling
15993,2025,69,reservoir-sampling
15994,2013,0,restful
15995,2016,14,restful
15996,2017,14,restful
15997,2018,14,restful
15998,2019,14,restful
15999,2020,14,restful
16000,2021,14,restful
16001,2022,14,restful
16002,2023,14,restful
16003,2024,14,restful
16004,2025,14,restful
16005,2013,0,ret
16006,2016,0,ret
16007,2017,0,ret
16008,2018,0,ret
16009,2019,0,ret
16010,2020,0,ret
16011,2021,0,ret
16012,2022,130,ret
16013,2023,130,ret
16014,2024,130,ret
16015,2025,130,ret
16016,2013,0,retrieval-augmented-generation
16017,2016,0,retrieval-augmented-generation
16018,2017,0,retrieval-augmented-generation
16019,2018,0,retrieval-augmented-generation
16020,2019,0,retrieval-augmented-generation
16021,2020,0,retrieval-augmented-generation
16022,2021,0,retrieval-augmented-generation
16023,2022,0,retrieval-augmented-generation
16024,2023,0,retrieval-augmented-generation
16025,2024,923,retrieval-augmented-generation
16026,2025,923,retrieval-augmented-generation
16027,2013,0,reusable
16028,2016,0,reusable
16029,2017,0,reusable
16030,2018,0,reusable
16031,2019,102,reusable
16032,2020,102,reusable
16033,2021,102,reusable
16034,2022,102,reusable
16035,2023,102,reusable
16036,2024,102,reusable
16037,2025,102,reusable
16038,2013,0,ribosome-profiling
16039,2016,0,ribosome-profiling
16040,2017,0,ribosome-profiling
16041,2018,0,ribosome-profiling
16042,2019,13,ribosome-profiling
16043,2020,13,ribosome-profiling
16044,2021,13,ribosome-profiling
16045,2022,69,ribosome-profiling
16046,2023,69,ribosome-profiling
16047,2024,69,ribosome-profiling
16048,2025,69,ribosome-profiling
16049,2013,0,richmond
16050,2016,0,richmond
16051,2017,0,richmond
16052,2018,0,richmond
16053,2019,0,richmond
16054,2020,0,richmond
16055,2021,0,richmond
16056,2022,26,richmond
16057,2023,26,richmond
16058,2024,26,richmond
16059,2025,26,richmond
16060,2013,0,risk-assessment
16061,2016,0,risk-assessment
16062,2017,0,risk-assessment
16063,2018,0,risk-assessment
16064,2019,0,risk-assessment
16065,2020,0,risk-assessment
16066,2021,103,risk-assessment
16067,2022,103,risk-assessment
16068,2023,103,risk-assessment
16069,2024,103,risk-assessment
16070,2025,103,risk-assessment
16071,2013,0,risk-management
16072,2016,0,risk-management
16073,2017,0,risk-management
16074,2018,0,risk-management
16075,2019,0,risk-management
16076,2020,0,risk-management
16077,2021,103,risk-management
16078,2022,103,risk-management
16079,2023,103,risk-management
16080,2024,103,risk-management
16081,2025,103,risk-management
16082,2013,0,rkt
16083,2016,0,rkt
16084,2017,0,rkt
16085,2018,0,rkt
16086,2019,0,rkt
16087,2020,0,rkt
16088,2021,0,rkt
16089,2022,0,rkt
16090,2023,0,rkt
16091,2024,0,rkt
16092,2025,762,rkt
16093,2013,0,rlang
16094,2016,0,rlang
16095,2017,0,rlang
16096,2018,0,rlang
16097,2019,0,rlang
16098,2020,0,rlang
16099,2021,65,rlang
16100,2022,65,rlang
16101,2023,65,rlang
16102,2024,65,rlang
16103,2025,65,rlang
16104,2013,0,rna
16105,2016,0,rna
16106,2017,18,rna
16107,2018,117,rna
16108,2019,127,rna
16109,2020,127,rna
16110,2021,154,rna
16111,2022,184,rna
16112,2023,348,rna
16113,2024,415,rna
16114,2025,1564,rna
16115,2013,0,rna-design
16116,2016,0,rna-design
