year;stars;forks;topic
2020;0;0;signaling-networks
2021;17;5;signaling-networks
2022;17;0;signaling-networks
2023;17;0;signaling-networks
2024;17;0;signaling-networks
2025;17;0;signaling-networks
2013;0;0;signaling-pathways
2016;0;0;signaling-pathways
2017;0;0;signaling-pathways
2018;0;0;signaling-pathways
2019;0;0;signaling-pathways
2020;0;0;signaling-pathways
2021;17;5;signaling-pathways
2022;17;0;signaling-pathways
2023;17;0;signaling-pathways
2024;17;0;signaling-pathways
2025;17;0;signaling-pathways
2013;0;0;signature-extraction
2016;0;0;signature-extraction
2017;0;0;signature-extraction
2018;0;0;signature-extraction
2019;0;0;signature-extraction
2020;0;0;signature-extraction
2021;0;0;signature-extraction
2022;0;0;signature-extraction
2023;0;0;signature-extraction
2024;72;19;signature-extraction
2025;72;0;signature-extraction
2013;0;0;silva
2016;0;0;silva
2017;0;0;silva
2018;0;0;silva
2019;0;0;silva
2020;41;4;silva
2021;41;0;silva
2022;41;0;silva
2023;41;0;silva
2024;41;0;silva
2025;41;0;silva
2013;0;0;simd
2016;0;0;simd
2017;0;0;simd
2018;0;0;simd
2019;15;3;simd
2020;144;4;simd
2021;144;0;simd
2022;144;0;simd
2023;144;0;simd
2024;281;9;simd
2025;889;148;simd
2013;0;0;simulation
2016;0;0;simulation
2017;53;19;simulation
2018;72;0;simulation
2019;72;0;simulation
2020;96;9;simulation
2021;96;0;simulation
2022;96;0;simulation
2023;96;0;simulation
2024;96;0;simulation
2025;96;0;simulation
2013;0;0;simulator
2016;0;0;simulator
2017;0;0;simulator
2018;13;2;simulator
2019;13;0;simulator
2020;13;0;simulator
2021;13;0;simulator
2022;13;0;simulator
2023;419;49;simulator
2024;419;0;simulator
2025;419;0;simulator
2013;0;0;single-cell
2016;0;0;single-cell
2017;97;42;single-cell
2018;129;13;single-cell
2019;144;8;single-cell
2020;289;47;single-cell
2021;316;2;single-cell
2022;335;10;single-cell
2023;335;0;single-cell
2024;2445;520;single-cell
2025;4717;316;single-cell
2013;0;0;single-cell-analysis
2016;0;0;single-cell-analysis
2017;0;0;single-cell-analysis
2018;0;0;single-cell-analysis
2019;0;0;single-cell-analysis
2020;32;13;single-cell-analysis
2021;131;31;single-cell-analysis
2022;131;0;single-cell-analysis
2023;237;18;single-cell-analysis
2024;573;34;single-cell-analysis
2025;573;0;single-cell-analysis
2013;0;0;single-cell-atac-seq
2016;0;0;single-cell-atac-seq
2017;0;0;single-cell-atac-seq
2018;0;0;single-cell-atac-seq
2019;0;0;single-cell-atac-seq
2020;0;0;single-cell-atac-seq
2021;0;0;single-cell-atac-seq
2022;0;0;single-cell-atac-seq
2023;106;18;single-cell-atac-seq
2024;106;0;single-cell-atac-seq
2025;106;0;single-cell-atac-seq
2013;0;0;single-cell-genomics
2016;0;0;single-cell-genomics
2017;0;0;single-cell-genomics
2018;0;0;single-cell-genomics
2019;0;0;single-cell-genomics
2020;32;13;single-cell-genomics
2021;32;0;single-cell-genomics
2022;32;0;single-cell-genomics
2023;191;48;single-cell-genomics
2024;520;67;single-cell-genomics
2025;931;50;single-cell-genomics
2013;0;0;single-cell-multiomics
2016;0;0;single-cell-multiomics
2017;0;0;single-cell-multiomics
2018;0;0;single-cell-multiomics
2019;0;0;single-cell-multiomics
2020;0;0;single-cell-multiomics
2021;0;0;single-cell-multiomics
2022;0;0;single-cell-multiomics
2023;0;0;single-cell-multiomics
2024;0;0;single-cell-multiomics
2025;442;66;single-cell-multiomics
2013;0;0;single-cell-omics
2016;0;0;single-cell-omics
2017;0;0;single-cell-omics
2018;0;0;single-cell-omics
2019;0;0;single-cell-omics
2020;0;0;single-cell-omics
2021;65;11;single-cell-omics
2022;65;0;single-cell-omics
2023;65;0;single-cell-omics
2024;65;0;single-cell-omics
2025;65;0;single-cell-omics
2013;0;0;single-cell-rna-seq
2016;0;0;single-cell-rna-seq
2017;29;11;single-cell-rna-seq
2018;29;0;single-cell-rna-seq
2019;52;13;single-cell-rna-seq
2020;84;13;single-cell-rna-seq
2021;212;39;single-cell-rna-seq
2022;212;0;single-cell-rna-seq
2023;386;32;single-cell-rna-seq
2024;1423;224;single-cell-rna-seq
2025;1834;50;single-cell-rna-seq
2013;0;0;single-cell-sequencing
2016;0;0;single-cell-sequencing
2017;0;0;single-cell-sequencing
2018;0;0;single-cell-sequencing
2019;0;0;single-cell-sequencing
2020;15;4;single-cell-sequencing
2021;15;0;single-cell-sequencing
2022;15;0;single-cell-sequencing
2023;15;0;single-cell-sequencing
2024;15;0;single-cell-sequencing
2025;15;0;single-cell-sequencing
2013;0;0;single-molecule
2016;0;0;single-molecule
2017;0;0;single-molecule
2018;0;0;single-molecule
2019;0;0;single-molecule
2020;14;6;single-molecule
2021;14;0;single-molecule
2022;14;0;single-molecule
2023;14;0;single-molecule
2024;14;0;single-molecule
2025;14;0;single-molecule
2013;0;0;singlecell
2016;0;0;singlecell
2017;23;17;singlecell
2018;23;0;singlecell
2019;23;0;singlecell
2020;23;0;singlecell
2021;23;0;singlecell
2022;23;0;singlecell
2023;116;23;singlecell
2024;116;0;singlecell
2025;116;0;singlecell
2013;0;0;singularity
2016;0;0;singularity
2017;0;0;singularity
2018;33;18;singularity
2019;33;0;singularity
2020;33;0;singularity
2021;33;0;singularity
2022;33;0;singularity
2023;33;0;singularity
2024;33;0;singularity
2025;3908;892;singularity
2013;0;0;singularity-containers
2016;0;0;singularity-containers
2017;0;0;singularity-containers
2018;0;0;singularity-containers
2019;0;0;singularity-containers
2020;0;0;singularity-containers
2021;0;0;singularity-containers
2022;0;0;singularity-containers
2023;0;0;singularity-containers
2024;0;0;singularity-containers
2025;3252;758;singularity-containers
2013;0;0;sirna
2016;0;0;sirna
2017;0;0;sirna
2018;0;0;sirna
2019;0;0;sirna
2020;0;0;sirna
2021;17;6;sirna
2022;17;0;sirna
2023;17;0;sirna
2024;17;0;sirna
2025;17;0;sirna
2013;0;0;sirna-design
2016;0;0;sirna-design
2017;0;0;sirna-design
2018;0;0;sirna-design
2019;0;0;sirna-design
2020;0;0;sirna-design
2021;17;6;sirna-design
2022;17;0;sirna-design
2023;17;0;sirna-design
2024;17;0;sirna-design
2025;17;0;sirna-design
2013;0;0;sketching
2016;0;0;sketching
2017;0;0;sketching
2018;0;0;sketching
2019;0;0;sketching
2020;0;0;sketching
2021;0;0;sketching
2022;0;0;sketching
2023;0;0;sketching
2024;0;0;sketching
2025;533;88;sketching
2013;0;0;sklearn
2016;0;0;sklearn
2017;0;0;sklearn
2018;0;0;sklearn
2019;0;0;sklearn
2020;0;0;sklearn
2021;0;0;sklearn
2022;26;11;sklearn
2023;26;0;sklearn
2024;26;0;sklearn
2025;26;0;sklearn
2013;0;0;slurm
2016;0;0;slurm
2017;0;0;slurm
2018;0;0;slurm
2019;24;9;slurm
2020;24;0;slurm
2021;24;0;slurm
2022;85;28;slurm
2023;85;0;slurm
2024;250;19;slurm
2025;3502;758;slurm
2013;0;0;small-rna
2016;0;0;small-rna
2017;0;0;small-rna
2018;16;4;small-rna
2019;16;0;small-rna
2020;16;0;small-rna
2021;16;0;small-rna
2022;16;0;small-rna
2023;16;0;small-rna
2024;16;0;small-rna
2025;16;0;small-rna
2013;0;0;smallrna
2016;0;0;smallrna
2017;0;0;smallrna
2018;0;0;smallrna
2019;0;0;smallrna
2020;0;0;smallrna
2021;0;0;smallrna
2022;30;19;smallrna
2023;30;0;smallrna
2024;30;0;smallrna
2025;30;0;smallrna
2013;0;0;smalt
2016;0;0;smalt
2017;0;0;smalt
2018;29;7;smalt
2019;29;0;smalt
2020;29;0;smalt
2021;29;0;smalt
2022;29;0;smalt
2023;29;0;smalt
2024;29;0;smalt
2025;29;0;smalt
2013;0;0;smith-waterman
2016;0;0;smith-waterman
2017;0;0;smith-waterman
2018;0;0;smith-waterman
2019;12;0;smith-waterman
2020;12;0;smith-waterman
2021;12;0;smith-waterman
2022;12;0;smith-waterman
2023;12;0;smith-waterman
2024;12;0;smith-waterman
2025;12;0;smith-waterman
2013;0;0;smith-waterman-algorithm
2016;0;0;smith-waterman-algorithm
2017;0;0;smith-waterman-algorithm
2018;0;0;smith-waterman-algorithm
2019;0;0;smith-waterman-algorithm
2020;0;0;smith-waterman-algorithm
2021;0;0;smith-waterman-algorithm
2022;0;0;smith-waterman-algorithm
2023;50;7;smith-waterman-algorithm
2024;50;0;smith-waterman-algorithm
2025;50;0;smith-waterman-algorithm
2013;0;0;snakemake
2016;0;0;snakemake
2017;94;36;snakemake
2018;94;0;snakemake
2019;138;17;snakemake
2020;138;0;snakemake
2021;138;0;snakemake
2022;138;0;snakemake
2023;138;0;snakemake
2024;630;84;snakemake
2025;1152;40;snakemake
2013;0;0;snakemake-profile
2016;0;0;snakemake-profile
2017;0;0;snakemake-profile
2018;0;0;snakemake-profile
2019;0;0;snakemake-profile
2020;0;0;snakemake-profile
2021;0;0;snakemake-profile
2022;0;0;snakemake-profile
2023;0;0;snakemake-profile
2024;165;19;snakemake-profile
2025;165;0;snakemake-profile
2013;0;0;snakes
2016;0;0;snakes
2017;0;0;snakes
2018;0;0;snakes
2019;0;0;snakes
2020;110;20;snakes
2021;110;0;snakes
2022;110;0;snakes
2023;110;0;snakes
2024;110;0;snakes
2025;110;0;snakes
2013;0;0;snp
2016;0;0;snp
2017;0;0;snp
2018;0;0;snp
2019;37;22;snp
2020;70;8;snp
2021;70;0;snp
2022;70;0;snp
2023;70;0;snp
2024;70;0;snp
2025;70;0;snp
2013;0;0;snp-data
2016;0;0;snp-data
2017;0;0;snp-data
2018;0;0;snp-data
2019;37;22;snp-data
2020;37;0;snp-data
2021;37;0;snp-data
2022;37;0;snp-data
2023;37;0;snp-data
2024;37;0;snp-data
2025;37;0;snp-data
2013;0;0;snp-genotyping
2016;0;0;snp-genotyping
2017;0;0;snp-genotyping
2018;0;0;snp-genotyping
2019;0;0;snp-genotyping
2020;17;3;snp-genotyping
2021;17;0;snp-genotyping
2022;17;0;snp-genotyping
2023;17;0;snp-genotyping
2024;17;0;snp-genotyping
2025;17;0;snp-genotyping
2013;0;0;snpedia
2016;0;0;snpedia
2017;64;6;snpedia
2018;64;0;snpedia
2019;185;7;snpedia
2020;185;0;snpedia
2021;185;0;snpedia
2022;185;0;snpedia
2023;185;0;snpedia
2024;185;0;snpedia
2025;185;0;snpedia
2013;0;0;snps
2016;0;0;snps
2017;64;6;snps
2018;94;9;snps
2019;237;11;snps
2020;237;0;snps
2021;626;108;snps
2022;626;0;snps
2023;670;18;snps
2024;670;0;snps
2025;1227;117;snps
2013;0;0;snvs
2016;0;0;snvs
2017;0;0;snvs
2018;0;0;snvs
2019;0;0;snvs
2020;0;0;snvs
2021;389;108;snvs
2022;389;0;snvs
2023;389;0;snvs
2024;389;0;snvs
2025;389;0;snvs
2013;0;0;soapdenovo
2016;0;0;soapdenovo
2017;0;0;soapdenovo
2018;0;0;soapdenovo
2019;0;0;soapdenovo
2020;0;0;soapdenovo
2021;0;0;soapdenovo
2022;0;0;soapdenovo
2023;36;15;soapdenovo
2024;36;0;soapdenovo
2025;36;0;soapdenovo
2013;0;0;social-network
2016;0;0;social-network
2017;0;0;social-network
2018;0;0;social-network
2019;0;0;social-network
2020;0;0;social-network
2021;0;0;social-network
2022;1187;156;social-network
2023;1187;0;social-network
2024;1187;0;social-network
2025;1187;0;social-network
2013;0;0;sociology
2016;0;0;sociology
2017;0;0;sociology
2018;0;0;sociology
2019;0;0;sociology
2020;0;0;sociology
2021;0;0;sociology
2022;0;0;sociology
2023;47;9;sociology
2024;47;0;sociology
2025;47;0;sociology
2013;0;0;software
2016;0;0;software
2017;0;0;software
2018;0;0;software
2019;0;0;software
2020;0;0;software
2021;0;0;software
2022;0;0;software
2023;0;0;software
2024;0;0;software
2025;1042;257;software
2013;0;0;somatic
2016;0;0;somatic
2017;0;0;somatic
2018;0;0;somatic
2019;0;0;somatic
2020;0;0;somatic
2021;0;0;somatic
2022;157;37;somatic
2023;283;31;somatic
2024;283;0;somatic
2025;811;498;somatic
2013;0;0;somatic-mutations
2016;0;0;somatic-mutations
2017;0;0;somatic-mutations
2018;0;0;somatic-mutations
2019;0;0;somatic-mutations
2020;0;0;somatic-mutations
2021;0;0;somatic-mutations
2022;0;0;somatic-mutations
2023;0;0;somatic-mutations
2024;72;19;somatic-mutations
2025;72;0;somatic-mutations
2013;0;0;somatic-variants
2016;0;0;somatic-variants
2017;0;0;somatic-variants
2018;0;0;somatic-variants
2019;0;0;somatic-variants
2020;0;0;somatic-variants
2021;0;0;somatic-variants
2022;19;5;somatic-variants
2023;19;0;somatic-variants
2024;19;0;somatic-variants
2025;19;0;somatic-variants
2013;0;0;sourmash
2016;0;0;sourmash
2017;0;0;sourmash
2018;0;0;sourmash
2019;0;0;sourmash
2020;0;0;sourmash
2021;0;0;sourmash
2022;0;0;sourmash
2023;59;2;sourmash
2024;59;0;sourmash
2025;592;88;sourmash
2013;0;0;spaced-seeds
2016;0;0;spaced-seeds
2017;0;0;spaced-seeds
2018;0;0;spaced-seeds
2019;0;0;spaced-seeds
2020;0;0;spaced-seeds
2021;0;0;spaced-seeds
2022;0;0;spaced-seeds
2023;45;4;spaced-seeds
2024;45;0;spaced-seeds
2025;45;0;spaced-seeds
2013;0;0;spacy
2016;0;0;spacy
2017;0;0;spacy
2018;0;0;spacy
2019;0;0;spacy
2020;102;17;spacy
2021;102;0;spacy
2022;102;0;spacy
2023;102;0;spacy
2024;102;0;spacy
2025;2011;248;spacy
2013;0;0;spark
2016;0;0;spark
2017;0;0;spark
2018;0;0;spark
2019;0;0;spark
2020;0;0;spark
2021;0;0;spark
2022;0;0;spark
2023;0;0;spark
2024;0;0;spark
2025;2942;938;spark
2013;0;0;sparql
2016;0;0;sparql
2017;0;0;sparql
2018;0;0;sparql
2019;0;0;sparql
2020;0;0;sparql
2021;0;0;sparql
2022;0;0;sparql
2023;47;8;sparql
2024;47;0;sparql
2025;47;0;sparql
2013;0;0;sparse-coding
2016;0;0;sparse-coding
2017;0;0;sparse-coding
2018;0;0;sparse-coding
2019;0;0;sparse-coding
2020;16;4;sparse-coding
2021;16;0;sparse-coding
2022;16;0;sparse-coding
2023;16;0;sparse-coding
2024;16;0;sparse-coding
2025;16;0;sparse-coding
2013;0;0;sparse-matrix
2016;0;0;sparse-matrix
2017;0;0;sparse-matrix
2018;0;0;sparse-matrix
2019;0;0;sparse-matrix
2020;0;0;sparse-matrix
2021;0;0;sparse-matrix
2022;0;0;sparse-matrix
2023;0;0;sparse-matrix
2024;80;12;sparse-matrix
2025;80;0;sparse-matrix
2013;0;0;spatial-data
2016;0;0;spatial-data
2017;0;0;spatial-data
2018;0;0;spatial-data
2019;0;0;spatial-data
2020;0;0;spatial-data
2021;0;0;spatial-data
2022;0;0;spatial-data
2023;0;0;spatial-data
2024;90;9;spatial-data
2025;90;0;spatial-data
2013;0;0;spatial-transcriptomics
2016;0;0;spatial-transcriptomics
2017;0;0;spatial-transcriptomics
2018;0;0;spatial-transcriptomics
2019;0;0;spatial-transcriptomics
2020;0;0;spatial-transcriptomics
2021;0;0;spatial-transcriptomics
2022;0;0;spatial-transcriptomics
2023;0;0;spatial-transcriptomics
2024;90;9;spatial-transcriptomics
2025;90;0;spatial-transcriptomics
2013;0;0;spatialtranscriptomics
2016;0;0;spatialtranscriptomics
2017;0;0;spatialtranscriptomics
2018;0;0;spatialtranscriptomics
2019;0;0;spatialtranscriptomics
2020;0;0;spatialtranscriptomics
2021;0;0;spatialtranscriptomics
2022;0;0;spatialtranscriptomics
2023;93;23;spatialtranscriptomics
2024;93;0;spatialtranscriptomics
2025;93;0;spatialtranscriptomics
2013;0;0;species
2016;0;0;species
2017;0;0;species
2018;0;0;species
2019;0;0;species
2020;0;0;species
2021;0;0;species
2022;0;0;species
2023;47;5;species
2024;47;0;species
2025;47;0;species
2013;0;0;species-assignments
2016;0;0;species-assignments
2017;0;0;species-assignments
2018;0;0;species-assignments
2019;0;0;species-assignments
2020;0;0;species-assignments
2021;0;0;species-assignments
2022;0;0;species-assignments
2023;0;0;species-assignments
2024;0;0;species-assignments
2025;560;94;species-assignments
2013;0;0;spectroscopy
2016;0;0;spectroscopy
2017;0;0;spectroscopy
2018;0;0;spectroscopy
2019;0;0;spectroscopy
2020;20;8;spectroscopy
2021;20;0;spectroscopy
2022;20;0;spectroscopy
2023;20;0;spectroscopy
2024;20;0;spectroscopy
2025;20;0;spectroscopy
2013;0;0;spectrum-similarity
2016;0;0;spectrum-similarity
2017;11;7;spectrum-similarity
2018;11;0;spectrum-similarity
2019;11;0;spectrum-similarity
2020;11;0;spectrum-similarity
2021;11;0;spectrum-similarity
2022;11;0;spectrum-similarity
2023;11;0;spectrum-similarity
2024;11;0;spectrum-similarity
2025;11;0;spectrum-similarity
2013;0;0;spelling-correction
2016;0;0;spelling-correction
2017;0;0;spelling-correction
2018;0;0;spelling-correction
2019;0;0;spelling-correction
2020;0;0;spelling-correction
2021;58;20;spelling-correction
2022;58;0;spelling-correction
2023;58;0;spelling-correction
2024;58;0;spelling-correction
2025;58;0;spelling-correction
2013;0;0;spider
2016;0;0;spider
2017;0;0;spider
2018;0;0;spider
2019;0;0;spider
2020;0;0;spider
2021;0;0;spider
2022;0;0;spider
2023;89;20;spider
2024;89;0;spider
2025;89;0;spider
2013;0;0;spliced-alignment
2016;0;0;spliced-alignment
2017;0;0;spliced-alignment
2018;0;0;spliced-alignment
2019;0;0;spliced-alignment
2020;0;0;spliced-alignment
2021;0;0;spliced-alignment
2022;0;0;spliced-alignment
2023;0;0;spliced-alignment
2024;0;0;spliced-alignment
2025;2096;449;spliced-alignment
2013;0;0;splitting
2016;0;0;splitting
2017;0;0;splitting
2018;0;0;splitting
2019;0;0;splitting
2020;0;0;splitting
2021;0;0;splitting
2022;0;0;splitting
2023;0;0;splitting
2024;0;0;splitting
2025;2257;366;splitting
2013;0;0;sqlite
2016;0;0;sqlite
2017;0;0;sqlite
2018;0;0;sqlite
2019;0;0;sqlite
2020;0;0;sqlite
2021;0;0;sqlite
2022;0;0;sqlite
2023;0;0;sqlite
2024;168;10;sqlite
2025;168;0;sqlite
2013;0;0;sqlite3
2016;0;0;sqlite3
2017;0;0;sqlite3
2018;0;0;sqlite3
2019;0;0;sqlite3
2020;0;0;sqlite3
2021;0;0;sqlite3
2022;0;0;sqlite3
2023;0;0;sqlite3
2024;168;10;sqlite3
2025;168;0;sqlite3
2013;0;0;ssap
2016;0;0;ssap
2017;0;0;ssap
2018;0;0;ssap
2019;0;0;ssap
2020;0;0;ssap
2021;0;0;ssap
2022;0;0;ssap
2023;66;13;ssap
2024;66;0;ssap
2025;66;0;ssap
2013;0;0;sse
2016;0;0;sse
2017;0;0;sse
2018;0;0;sse
2019;0;0;sse
2020;129;4;sse
2021;129;0;sse
2022;129;0;sse
2023;129;0;sse
2024;129;0;sse
2025;129;0;sse
2013;0;0;sse4
2016;0;0;sse4
2017;0;0;sse4
2018;0;0;sse4
2019;15;3;sse4
2020;15;0;sse4
2021;15;0;sse4
2022;15;0;sse4
2023;15;0;sse4
2024;15;0;sse4
2025;15;0;sse4
2013;0;0;stat
2016;0;0;stat
2017;0;0;stat
2018;0;0;stat
2019;0;0;stat
2020;0;0;stat
2021;0;0;stat
2022;0;0;stat
2023;0;0;stat
2024;142;42;stat
2025;142;0;stat
2013;0;0;statistical-analysis
2016;0;0;statistical-analysis
2017;0;0;statistical-analysis
2018;0;0;statistical-analysis
2019;0;0;statistical-analysis
2020;0;0;statistical-analysis
2021;46;4;statistical-analysis
2022;46;0;statistical-analysis
2023;46;0;statistical-analysis
2024;46;0;statistical-analysis
2025;46;0;statistical-analysis
2013;0;0;statistical-inference
2016;0;0;statistical-inference
2017;0;0;statistical-inference
2018;0;0;statistical-inference
2019;0;0;statistical-inference
2020;17;3;statistical-inference
2021;17;0;statistical-inference
2022;17;0;statistical-inference
2023;17;0;statistical-inference
2024;17;0;statistical-inference
2025;17;0;statistical-inference
2013;0;0;statistical-methods
2016;0;0;statistical-methods
2017;0;0;statistical-methods
2018;0;0;statistical-methods
2019;0;0;statistical-methods
2020;0;0;statistical-methods
2021;0;0;statistical-methods
2022;0;0;statistical-methods
2023;106;18;statistical-methods
2024;106;0;statistical-methods
2025;106;0;statistical-methods
2013;0;0;statistics
2016;0;0;statistics
2017;0;0;statistics
2018;30;9;statistics
2019;30;0;statistics
2020;82;9;statistics
2021;82;0;statistics
2022;106;0;statistics
2023;106;0;statistics
2024;106;0;statistics
2025;106;0;statistics
2013;0;0;strain-engineering
2016;0;0;strain-engineering
2017;0;0;strain-engineering
2018;0;0;strain-engineering
2019;0;0;strain-engineering
2020;0;0;strain-engineering
2021;0;0;strain-engineering
2022;0;0;strain-engineering
2023;0;0;strain-engineering
2024;0;0;strain-engineering
2025;535;234;strain-engineering
2013;0;0;stratification
2016;0;0;stratification
2017;0;0;stratification
2018;0;0;stratification
2019;0;0;stratification
2020;46;19;stratification
2021;46;0;stratification
2022;46;0;stratification
2023;46;0;stratification
2024;46;0;stratification
2025;46;0;stratification
2013;0;0;streamlit
2016;0;0;streamlit
2017;0;0;streamlit
2018;0;0;streamlit
2019;0;0;streamlit
2020;0;0;streamlit
2021;0;0;streamlit
2022;22;4;streamlit
2023;22;0;streamlit
2024;22;0;streamlit
2025;22;0;streamlit
2013;0;0;string
2016;0;0;string
2017;0;0;string
2018;21;8;string
2019;21;0;string
2020;21;0;string
2021;21;0;string
2022;21;0;string
2023;21;0;string
2024;21;0;string
2025;21;0;string
2013;0;0;string-alignment
2016;0;0;string-alignment
2017;0;0;string-alignment
2018;0;0;string-alignment
2019;0;0;string-alignment
2020;0;0;string-alignment
2021;0;0;string-alignment
2022;32;1;string-alignment
2023;32;0;string-alignment
2024;32;0;string-alignment
2025;32;0;string-alignment
2013;0;0;string-matching
2016;0;0;string-matching
2017;0;0;string-matching
2018;21;8;string-matching
2019;21;0;string-matching
2020;21;0;string-matching
2021;44;5;string-matching
2022;44;0;string-matching
2023;44;0;string-matching
2024;44;0;string-matching
2025;44;0;string-matching
2013;0;0;string-search
2016;0;0;string-search
2017;0;0;string-search
2018;0;0;string-search
2019;0;0;string-search
2020;0;0;string-search
2021;23;5;string-search
2022;23;0;string-search
2023;23;0;string-search
2024;23;0;string-search
2025;23;0;string-search
2013;0;0;strings
2016;0;0;strings
2017;0;0;strings
2018;21;8;strings
2019;21;0;strings
2020;21;0;strings
2021;21;0;strings
2022;21;0;strings
2023;21;0;strings
2024;21;0;strings
2025;21;0;strings
2013;0;0;stripes
2016;0;0;stripes
2017;0;0;stripes
2018;0;0;stripes
2019;0;0;stripes
2020;0;0;stripes
2021;0;0;stripes
2022;114;18;stripes
2023;114;0;stripes
2024;114;0;stripes
2025;114;0;stripes
2013;0;0;strobemers
2016;0;0;strobemers
2017;0;0;strobemers
2018;0;0;strobemers
2019;0;0;strobemers
2020;0;0;strobemers
2021;0;0;strobemers
2022;0;0;strobemers
2023;45;4;strobemers
2024;45;0;strobemers
2025;45;0;strobemers
2013;0;0;structural-bioinformatics
2016;0;0;structural-bioinformatics
2017;0;0;structural-bioinformatics
2018;0;0;structural-bioinformatics
2019;0;0;structural-bioinformatics
2020;42;7;structural-bioinformatics
2021;42;0;structural-bioinformatics
2022;155;32;structural-bioinformatics
2023;155;0;structural-bioinformatics
2024;155;0;structural-bioinformatics
2025;1211;518;structural-bioinformatics
2013;0;0;structural-biology
2016;0;0;structural-biology
2017;12;7;structural-biology
2018;12;0;structural-biology
2019;33;8;structural-biology
2020;33;0;structural-biology
2021;118;15;structural-biology
2022;118;0;structural-biology
2023;118;0;structural-biology
2024;235;26;structural-biology
2025;2732;388;structural-biology
2013;0;0;structural-interaction-fingerprint
2016;0;0;structural-interaction-fingerprint
2017;0;0;structural-interaction-fingerprint
2018;0;0;structural-interaction-fingerprint
2019;0;0;structural-interaction-fingerprint
2020;0;0;structural-interaction-fingerprint
2021;0;0;structural-interaction-fingerprint
2022;30;7;structural-interaction-fingerprint
2023;30;0;structural-interaction-fingerprint
2024;30;0;structural-interaction-fingerprint
2025;30;0;structural-interaction-fingerprint
2013;0;0;structural-variant-signatures
2016;0;0;structural-variant-signatures
2017;0;0;structural-variant-signatures
2018;0;0;structural-variant-signatures
2019;0;0;structural-variant-signatures
2020;0;0;structural-variant-signatures
2021;0;0;structural-variant-signatures
2022;0;0;structural-variant-signatures
2023;0;0;structural-variant-signatures
2024;72;19;structural-variant-signatures
2025;72;0;structural-variant-signatures
2013;0;0;structural-variants
2016;0;0;structural-variants
2017;0;0;structural-variants
2018;0;0;structural-variants
2019;0;0;structural-variants
2020;0;0;structural-variants
2021;0;0;structural-variants
2022;37;12;structural-variants
2023;37;0;structural-variants
2024;37;0;structural-variants
2025;37;0;structural-variants
2013;0;0;structural-variation
2016;0;0;structural-variation
2017;0;0;structural-variation
2018;22;10;structural-variation
2019;33;1;structural-variation
2020;91;11;structural-variation
2021;172;25;structural-variation
2022;328;55;structural-variation
2023;449;17;structural-variation
2024;586;46;structural-variation
2025;2065;312;structural-variation
2013;0;0;structural-variations
2016;0;0;structural-variations
2017;0;0;structural-variations
2018;0;0;structural-variations
2019;0;0;structural-variations
2020;0;0;structural-variations
2021;0;0;structural-variations
2022;0;0;structural-variations
2023;406;49;structural-variations
2024;406;0;structural-variations
2025;1492;254;structural-variations
2013;0;0;structure
2016;0;0;structure
2017;0;0;structure
2018;0;0;structure
2019;0;0;structure
2020;0;0;structure
2021;0;0;structure
2022;0;0;structure
2023;66;13;structure
2024;66;0;structure
2025;66;0;structure
2013;0;0;structure-alignment
2016;0;0;structure-alignment
2017;0;0;structure-alignment
2018;0;0;structure-alignment
2019;0;0;structure-alignment
2020;0;0;structure-alignment
2021;0;0;structure-alignment
2022;0;0;structure-alignment
2023;0;0;structure-alignment
2024;0;0;structure-alignment
2025;620;397;structure-alignment
2013;0;0;structure-prediction
2016;0;0;structure-prediction
2017;0;0;structure-prediction
2018;0;0;structure-prediction
2019;0;0;structure-prediction
2020;0;0;structure-prediction
2021;0;0;structure-prediction
2022;0;0;structure-prediction
2023;0;0;structure-prediction
2024;0;0;structure-prediction
2025;2570;690;structure-prediction
2013;0;0;structure-variation
2016;0;0;structure-variation
2017;0;0;structure-variation
2018;0;0;structure-variation
2019;0;0;structure-variation
2020;33;8;structure-variation
2021;33;0;structure-variation
2022;33;0;structure-variation
2023;33;0;structure-variation
2024;33;0;structure-variation
2025;33;0;structure-variation
2013;0;0;structured-association-mapping
2016;0;0;structured-association-mapping
2017;0;0;structured-association-mapping
2018;0;0;structured-association-mapping
2019;0;0;structured-association-mapping
2020;0;0;structured-association-mapping
2021;0;0;structured-association-mapping
2022;22;7;structured-association-mapping
2023;22;0;structured-association-mapping
2024;22;0;structured-association-mapping
2025;22;0;structured-association-mapping
2013;0;0;structurevariation
2016;0;0;structurevariation
2017;0;0;structurevariation
2018;29;7;structurevariation
2019;29;0;structurevariation
2020;29;0;structurevariation
2021;29;0;structurevariation
2022;29;0;structurevariation
2023;29;0;structurevariation
2024;29;0;structurevariation
2025;29;0;structurevariation
2013;0;0;subgraph
2016;0;0;subgraph
2017;0;0;subgraph
2018;0;0;subgraph
2019;0;0;subgraph
2020;0;0;subgraph
2021;0;0;subgraph
2022;0;0;subgraph
2023;0;0;subgraph
2024;88;23;subgraph
2025;88;0;subgraph
2013;0;0;sublime
2016;0;0;sublime
2017;16;2;sublime
2018;16;0;sublime
2019;16;0;sublime
2020;16;0;sublime
2021;16;0;sublime
2022;16;0;sublime
2023;16;0;sublime
2024;16;0;sublime
2025;16;0;sublime
2013;0;0;sublime-text
2016;0;0;sublime-text
2017;0;0;sublime-text
2018;0;0;sublime-text
2019;0;0;sublime-text
2020;0;0;sublime-text
2021;0;0;sublime-text
