name;stars;created;forks;topics;language;selected_year
BIMSBbioinfo/maui;50;2018-11-21;21;['autoencoder', 'bioinformatics', 'cancer-genomics', 'deep-learning', 'latent-factor-model', 'multi-omics'];Jupyter Notebook;2023
ben-laufer/DMRichR;49;2018-09-20;25;['bioinformatics', 'biostatistics', 'cpg', 'dmrs', 'dna-methylation', 'em-seq', 'rrbs', 'tidyverse', 'wgbs', 'whole-genome-bisulfite-sequencing', 'workflow'];R;2023
nekokoe/Plasmer;49;2022-08-16;4;['bioinformatics', 'plasmid'];Perl;2023
MRCIEU/gwas2vcf;48;2019-02-04;17;['bioinformatics', 'converter', 'gwas', 'summary-statistics', 'vcf'];Python;2023
lh3/jstreeview;48;2023-07-12;3;['bioinformatics', 'phylogenetics'];JavaScript;2023
oganm/homologene;47;2015-09-03;5;['bioinformatics', 'homologene', 'mancarci-2017', 'ncbi-taxonomy', 'ogan-bio', 'species', 'wrapper'];R;2023
EvolBioInf/andi;47;2014-06-02;14;['alignment-free', 'bioinformatics'];C;2023
cmungall/sparqlprog;47;2018-01-27;8;['bioinformatics', 'datalog', 'ontology', 'prolog', 'rdf', 'semantic-web', 'sparql', 'swi-prolog'];Prolog;2023
telmomenezes/synthetic;47;2011-03-11;9;['artificial-intelligence', 'bioinformatics', 'biology', 'complex-networks', 'complex-systems', 'complexity-analysis', 'computational-social-science', 'computational-sociology', 'evolutionary-algorithms', 'evolutionary-computation', 'genetic-programming', 'graph-algorithms', 'graphs', 'machine-learning', 'networks', 'neuroscience', 'python', 'science-research', 'sociology'];Python;2023
biocore/redbiom;47;2017-01-13;18;['bioinformatics', 'biom', 'microbiome', 'qiime'];Python;2023
ITBE-Lab/MA;46;2018-03-11;3;['alignment', 'bioinformatics', 'fm-index', 'read-aligners', 'seeds', 'sequence-alignment', 'structural-variation'];C++;2023
aquaskyline/LRSIM;46;2016-11-19;15;['bioinformatics', 'computational-biology', 'human-genomes', 'longranger', 'read-simulation', 'supernova'];C;2023
SegataLab/panphlan;46;2020-02-19;6;['bioinformatics', 'gene-composition', 'metagenomics', 'microbiome', 'pangenome'];Python;2023
MartinThoma/propy3;46;2020-02-26;13;['bioinformatics', 'dipeptide-composition-descriptors', 'geary-autocorrelation-descriptors', 'protein-descriptor', 'protein-sequence', 'python', 'python3'];Python;2023
CMU-SAFARI/BLEND;45;2021-12-12;4;['bioinformatics', 'blend', 'de-novo-assembly', 'fuzzy-seeds', 'genome-analysis', 'genome-assembly', 'minimizers', 'read-mapping', 'read-overlapping', 'seed-matching', 'spaced-seeds', 'strobemers'];C;2023
BioJulia/GeneticVariation.jl;44;2017-06-14;18;['bioinformatics', 'biology', 'julia', 'mutation', 'polymorphism', 'snps', 'variation'];Julia;2023
jermp/lphash;43;2022-09-13;2;['bioinformatics', 'hashing', 'k-mers', 'locality-preserving', 'minimal-perfect-hash'];C++;2023
LottePronk/whokaryote;43;2021-11-24;7;['bioinformatics', 'metagenomics', 'taxonomy'];Python;2023
esteinig/sketchy;43;2019-03-03;3;['bacterial-genomes', 'bioinformatics', 'finch', 'genomic-neighbor-typing', 'mash', 'minhash', 'nanopore', 'rust-lang'];Rust;2023
RajLabMSSM/echolocatoR;42;2020-05-05;14;['bioinformatics', 'colocalization', 'echoverse', 'finemap', 'gwas', 'linkage-disequilibrium', 'qtl', 'variant-annotation'];R;2023
moshi4/MGCplotter;38;2022-04-06;7;['bioinformatics', 'circos', 'comparative-analysis', 'comparative-genomics', 'genomics', 'genomics-visualization', 'microbial-genomics', 'molecular-evolution', 'python', 'visualization'];Python;2023
KatrionaGoldmann/volcano3D;38;2020-02-17;8;['bioinformatics', 'cran', 'differential-expression', 'differential-expression-analysis', 'gene-expression', 'interactive', 'omics', 'package', 'plotly', 'rna-seq', 'transcriptomics', 'volcanoplots'];HTML;2023
rafsanlab/ScrapPaper;38;2022-03-07;5;['bioinformatics', 'googlescholar', 'literature-mining', 'pubmed', 'webscraper', 'webscraping'];Python;2023
Benjamin-Lee/CodonAdaptationIndex;37;2017-08-14;11;['bioinformatics', 'codons', 'genetics'];Jupyter Notebook;2023
greenelab/RNAseq_titration_results;37;2016-07-27;16;['analysis', 'bioinformatics', 'cancer', 'gene-expression', 'machine-learning', 'microarray', 'normalization', 'rnaseq', 'supplement'];HTML;2023
usnistgov/lantern;36;2021-06-02;9;['bioinformatics', 'computational-biology', 'machine-learning', 'protein-engineering', 'synthetic-biology'];Python;2023
aquaskyline/SOAPdenovo-Trans;36;2015-03-18;15;['assembler', 'bioinformatics', 'computational-biology', 'soapdenovo'];C;2023
dohlee/chromoformer;36;2021-11-27;2;['artificial-intelligence', 'bioinformatics', 'deep-learning', 'epigenomics', 'gene-expression', 'genomics', 'histone-modifications', 'transcriptomics', 'transformer'];Python;2023
broadinstitute/adapt;35;2017-08-30;3;['bioinformatics', 'diagnostics', 'dna', 'genomics', 'science', 'viral'];Python;2023
aquaskyline/Skyhawk;35;2018-04-18;6;['bioinformatics', 'computational-biology', 'deep-learning', 'precision-medicine'];Python;2023
moshi4/CafePlotter;35;2023-03-03;3;['bioinformatics', 'evolution', 'matplotlib', 'molecular-evolution', 'phylogenetic-trees', 'phylogenetics', 'phylogenomics', 'python'];Python;2023
zhanglab/psamm;35;2013-11-15;15;['bioinformatics', 'metabolic-models', 'metabolic-network', 'python'];Python;2023
bcgsc/transabyss;34;2014-07-08;14;['bioinformatics', 'rna-seq', 'transcriptome', 'transcriptome-assembly'];Python;2023
JieZheng-ShanghaiTech/KG4SL;34;2021-01-28;14;['ai4science', 'bioinformatics', 'cancer', 'data-science', 'drug-discovery', 'machine-learning'];Python;2023
jostorge/diffusion-hopping;34;2023-07-25;4;['bioinformatics', 'deep-learning', 'drug-design', 'drug-discovery', 'geometric-deep-learning', 'gnn', 'pytorch'];Python;2023
kloetzl/biozsh;33;2017-02-15;4;['bioinformatics', 'zsh'];Shell;2023
lh3/calN50;33;2020-04-09;3;['bioinformatics', 'genomics'];JavaScript;2023
scipipe/scipipe;1116;2015-03-07;74;['bioinformatics', 'bioinformatics-pipeline', 'cheminformatics', 'dataflow', 'fbp', 'go', 'golang', 'pipeline', 'scientific-workflows', 'scipipe', 'workflow', 'workflow-engine'];Go;2024
kexinhuang12345/DeepPurpose;1111;2020-03-19;296;['bioinformatics', 'covid19', 'ddi', 'deep-learning', 'drug-discovery', 'drug-drug-interaction', 'drug-property-prediction', 'drug-repurposing', 'drug-target-interaction', 'drug-target-interactions', 'dti-prediction', 'ppi', 'protein-function-prediction', 'protein-protein-interaction', 'qsar', 'repurposing-drugs', 'side-effects', 'toolkit', 'virtual-screening'];Jupyter Notebook;2024
BaranziniLab/KG_RAG;923;2023-11-11;108;['bert-models', 'bioinformatics', 'bioinformatics-algorithms', 'biomedical-applications', 'biomedical-informatics', 'context-aware', 'gpt', 'gpt35turbo', 'gpt4', 'knowledge-base', 'knowledge-graph', 'large-language-models', 'llama', 'llama2', 'llm', 'prompt-engineering', 'prompt-tuning', 'rag', 'retrieval-augmented-generation', 'sentence-transformers'];Jupyter Notebook;2024
COMBINE-lab/salmon;857;2015-03-19;181;['10x', 'bioinformatics', 'c-plus-plus', 'gene-expression', 'quantification', 'quasi-mapping', 'rna-seq', 'rna-seq-quantification', 'rnaseq', 'sailfish', 'salmon', 'scrna-seq', 'selective-alignment', 'single-cell', 'single-cell-rna-seq', 'transcriptome'];C++;2024
dib-lab/khmer;780;2012-05-15;296;['bioinformatics', 'bloom-filter', 'count-min-sketch', 'dna', 'graph-traversal', 'k-mer', 'python'];Python;2024
BioPandas/biopandas;745;2015-11-21;117;['bioinformatics', 'computational-biology', 'drug-discovery', 'mol2', 'molecular-structures', 'molecule', 'molecules', 'pandas-dataframe', 'pdb', 'pdb-files', 'protein-structure'];Python;2024
bebop/poly;719;2020-05-29;73;['alignment', 'bioengineering', 'bioinformatics', 'codon-optimizer', 'computational-biology', 'dna', 'dna-barcode', 'dna-barcoding', 'fasta', 'genbank', 'genetic-engineering', 'go', 'golden-gate', 'mash', 'molecular-biology', 'plasmids', 'primer-design', 'sequence-hashing', 'synbio', 'synthetic-biology'];Go;2024
mims-harvard/PrimeKG;682;2022-04-18;132;['bioinformatics', 'dataset', 'graph-machine-learning', 'knowledge-graph', 'network-medicine', 'nlp-machine-learning', 'precision-medicine', 'therapeutics'];Jupyter Notebook;2024
biod/sambamba;599;2012-04-28;104;['bam', 'bioinformatics', 'sam'];D;2024
ablab/quast;489;2012-06-25;88;['bioinformatics', 'contigs', 'genome-assembly-evaluation', 'visualization'];AMPL;2024
liyu95/Deep_learning_examples;441;2018-09-20;132;['bioinformatics', 'deep-learning'];Jupyter Notebook;2024
AllenInstitute/AllenSDK;375;2015-05-07;160;['bioinformatics', 'scientific'];Jupyter Notebook;2024
kpatel427/YouTubeTutorials;365;2021-11-29;145;['bioinformatics', 'bioinformatics-analysis', 'rna-seq', 'single-cell', 'tutorials', 'youtube'];R;2024
theislab/scgen;329;2018-11-28;67;['bioinformatics', 'deep-learning', 'generative-model', 'scrna-seq', 'single-cell', 'single-cell-genomics', 'transcriptomics'];Python;2024
lmdu/pyfastx;289;2019-03-19;24;['assembly', 'bioinformatics', 'biology', 'dna', 'fasta', 'fastq', 'genome', 'python', 'sequence'];C;2024
ismorphism/DeepECG;273;2017-05-30;86;['bioinformatics', 'cardio', 'chemoinformatics', 'cinc-challenge', 'convolutional-neural-networks', 'dataset', 'deep-learning', 'ecg', 'ecg-classification', 'electrode-voltage-measurements', 'heart-rate', 'keras', 'mit-bh', 'neural-network', 'physiological-signals', 'physiology', 'python', 'qrs', 'recurrent-neural-networks', 'tensorflow'];Python;2024
adaptyvbio/ProteinFlow;268;2023-02-15;17;['bioinformatics', 'dataset', 'deep-learning', 'protein-data-bank', 'protein-design', 'protein-structure'];Python;2024
linsalrob/ComputationalGenomicsManual;265;2018-08-26;67;['bioinformatics', 'genomics', 'online-class'];HTML;2024
franciscozorrilla/metaGEM;253;2018-06-14;46;['bioinformatics', 'computational-biology', 'flux-balance-analysis', 'genome-scale-metabolic-model', 'gut-microbiome', 'mags', 'metabolic-modeling', 'metabolic-models', 'metabolism', 'metagenome-assembled-genomes', 'metagenomics', 'microbial-ecology', 'microbiome', 'snakemake', 'systems-biology'];Python;2024
sanger-pathogens/circlator;250;2015-04-16;57;['bioinformatics', 'bioinformatics-pipeline', 'genomics', 'global-health', 'infectious-diseases', 'next-generation-sequencing', 'pathogen', 'research', 'sequencing'];Python;2024
slowkow/harmonypy;246;2019-12-19;25;['bioinformatics', 'data-integration', 'data-science', 'single-cell-analysis'];Python;2024
fbreitwieser/krakenuniq;242;2017-11-11;42;['bioinformatics', 'metagenomics'];C++;2024
XSLiuLab/Workshop;201;2020-05-27;53;['bioinformatics', 'data-science', 'r', 'workshop'];HTML;2024
mikelove/bioc-refcard;190;2012-12-03;66;['bioconductor', 'bioinformatics', 'cheatsheet', 'compbio', 'guide', 'howto', 'microarray', 'r', 'rnaseq'];HTML;2024
GreenleafLab/chromVAR;184;2015-11-21;39;['atac-seq', 'bioinformatics', 'dnase-seq', 'r'];R;2024
MannLabs/alphapept;184;2020-03-03;34;['alphapept-ecosystem', 'bioinformatics', 'mass-spectrometry', 'proteomics'];HTML;2024
hms-dbmi/scde;177;2015-05-06;66;['analysis', 'bioinformatics', 'heterogenity', 'ngs', 'r', 'single-cell', 'transcriptomics'];R;2024
dpryan79/MethylDackel;175;2014-10-04;46;['bioinformatics', 'bisulfite', 'methylation', 'methylation-extraction'];C;2024
getzlab/rnaseqc;175;2017-08-10;21;['bioinformatics', 'rna-seq', 'rnaseq'];C++;2024
moshi4/pyMSAviz;170;2022-11-13;20;['bioinformatics', 'genomics', 'matplotlib', 'msa', 'multiple-sequence-alignment', 'python', 'sequence-alignment', 'sequence-analysis', 'visualization'];Python;2024
lh3/cgranges;169;2019-04-18;19;['algorithm', 'bioinformatics', 'genomics'];C;2024
FreshAirTonight/af2complex;168;2021-11-07;18;['alphafold2', 'bioinformatics', 'deep-learning', 'protein-complexes', 'protein-protein-docking', 'protein-protein-interaction', 'protein-structure-prediction'];Python;2024
mlin/GenomicSQLite;168;2020-05-26;10;['bioinformatics', 'genomics', 'sequencing', 'sqlite', 'sqlite3'];C++;2024
jdblischak/smk-simple-slurm;165;2021-05-01;19;['bioinformatics', 'slurm', 'snakemake', 'snakemake-profile'];Shell;2024
soedinglab/plass;163;2018-01-19;15;['bioinformatics', 'metagenomics', 'metatranscriptomics', 'opensource', 'proteins', 'proteomics', 'sequence-assembler'];C;2024
guma44/GEOparse;158;2015-08-16;51;['bioinformatics', 'geo-database', 'high-throughput-sequencing', 'htseq', 'microarray', 'rna-seq', 'rna-sequencing'];Jupyter Notebook;2024
BasedLabs/NoLabs;148;2023-05-27;12;['ai', 'bioinformatics', 'biolab', 'folding', 'protein-design', 'proteins', 'synthetic-biology', 'webserver'];JavaScript;2024
informationsea/transanno;146;2019-09-25;15;['bioinformatics'];Rust;2024
mikessh/vdjtools;142;2014-06-06;42;['antibody', 'bioinformatics', 'immunology', 'rep-seq', 'repertoire', 'stat', 't-cell', 't-cell-receptor'];Groovy;2024
ncbi/dbsnp;142;2017-05-08;49;['bioinformatics', 'database', 'genomics', 'ncbi', 'variations'];Jupyter Notebook;2024
pybel/pybel;137;2016-09-16;32;['bioinformatics', 'biological-expression-language', 'bioregistry', 'domain-specific-language', 'networks', 'networks-biology', 'pybel', 'systems-biology'];Python;2024
Daniel-Liu-c0deb0t/block-aligner;137;2020-11-07;9;['algorithms', 'alignment', 'avx2', 'bioinformatics', 'neon', 'rust', 'simd', 'wasm', 'webassembly'];Jupyter Notebook;2024
yuzhimanhua/Multi-BioNER;135;2018-10-16;27;['bioinformatics', 'biomedical-nlp', 'biomedical-text-mining', 'named-entity-recognition'];Python;2024
kaist-ina/BWA-MEME;131;2021-09-01;15;['alignment-algorithm', 'bioinformatics', 'bwa-mem', 'bwa-mem2', 'bwa-meme', 'genomics', 'learned-index', 'machine-learning', 'ngs', 'short-read-mapping'];C++;2024
timoast/sinto;130;2019-03-28;26;['bioinformatics', 'single-cell'];Python;2024
Psy-Fer/SquiggleKit;128;2018-11-21;23;['bioinformatics', 'nanopore'];Python;2024
QizhiPei/BioT5;123;2023-10-11;6;['bioinformatics', 'computational-biology', 'cross-modal', 'machine-learning', 'nlp', 'nlp-applications'];Python;2024
biojava/biojava-tutorial;123;2013-09-18;42;['3d-structure', 'bioinformatics', 'biojava', 'genomics', 'java', 'protein-disorder', 'protein-structure', 'tutorial'];Python;2024
grimmlab/MicrobiomeBestPracticeReview;122;2018-11-16;39;['16s-rrna', 'amplicon-sequencing', 'assembly', 'best-practices', 'bioinformatics', 'biomedical', 'metagenomics', 'microbiome', 'microbiome-analysis', 'microbiome-workflow', 'pipeline'];Shell;2024
Electrostatics/apbs;120;2020-07-03;30;['bioinformatics', 'biophysics', 'chemistry', 'hacktoberfest', 'help-wanted'];C;2024
shangshanzhizhe/Work_flow_of_population_genetics;117;2019-02-03;34;['bioinformatics', 'workflow'];Perl;2024
cbalbin-bio/pymol-color-alphafold;117;2021-11-16;26;['alphafold', 'alphafold2', 'bioinformatics', 'computational-biology', 'protein-structure', 'pymol', 'pymol-plugin', 'structural-biology'];Python;2024
owlcollab/owltools;116;2015-02-02;35;['api', 'bioinformatics', 'build-tool', 'ontology', 'owl-api', 'web-ontology-language'];Java;2024
cansyl/DEEPScreen;114;2019-01-09;44;['2d-images-of-compounds', 'bioinformatics', 'cheminformatics', 'command-line-tool', 'convolutional-neural-networks', 'deep-learning', 'drug-discovery', 'drug-repurposing', 'drug-target-interactions', 'hyper-parameter-optimization', 'machine-learning', 'performance-evaluation', 'prediction-model'];Python;2024
ayixon/RaPDTool;114;2021-10-14;87;['bioinformatics', 'metagenome-assembled-genomes', 'metagenomics', 'microbial-taxonomy'];Python;2024
bcgsc/ntHash;106;2015-05-15;15;['bioinformatics', 'bloom-filter', 'genomics', 'hash', 'hash-algorithm', 'hash-methods', 'k-mer-hashing'];C++;2024
Russel88/CRISPRCasTyper;106;2020-04-19;21;['bioinformatics', 'cas', 'crispr', 'crispr-analysis', 'crispr-cas', 'crispr-cas9'];Python;2024
robertaboukhalil/fastq.bio;105;2017-08-23;15;['bioinformatics', 'fastqc', 'genomics', 'sequencing', 'wasm', 'webassembly'];Svelte;2024
qubekit/QUBEKit;103;2019-04-10;34;['bioinformatics', 'computational-chemistry', 'quantum-chemistry'];Python;2024
NAL-i5K/GFF3toolkit;102;2015-11-09;27;['bioinformatics', 'gff', 'gff3', 'gff3-format'];Python;2024
Griffan/VerifyBamID;99;2016-02-15;16;['bam', 'bioinformatics', 'biostatistics', 'contamination', 'cram', 'dna-sequences', 'genetics', 'next-generation-sequencing', 'qc-analysis'];mupad;2024
ISYSLAB-HUST/ProtFlash;98;2022-09-22;3;['bioinformatics', 'pretrained-models', 'protein-embeddings', 'protein-language-model', 'protein-representation-learning', 'protein-sequence'];Python;2024
hanssmail/quantQ;96;2019-04-26;50;['algorithm', 'bioinformatics', 'deep-neural-networks', 'kdb', 'kdb-q', 'machine-learning', 'mathematical-functions', 'quantum-computing', 'topological-data-analysis'];q;2024
bcgsc/arcs;95;2016-06-06;16;['10xgenomics', 'assembler', 'bioinformatics', 'c-plus-plus', 'genome', 'graph', 'nanopore-sequencing', 'oxford-nanopore', 'pacbio-data', 'scaffold', 'science'];C++;2024
gao-lab/Cell_BLAST;94;2019-03-23;13;['bioinformatics', 'deep-learning', 'single-cell', 'single-cell-rna-seq'];Python;2024
dosorio/Peptides;94;2014-02-07;24;['bioinformatics', 'calculate-indices', 'cran', 'peptides', 'protein-sequences', 'qsar'];R;2024
broadinstitute/catch;92;2015-01-05;16;['bioinformatics', 'covid-19', 'dna', 'genome', 'genomics', 'metagenomics', 'ngs', 'science', 'sequencing', 'viral'];Python;2024
gao-lab/SLAT;90;2022-10-25;9;['bioinformatics', 'deep-learning', 'graph-neural-networks', 'single-cell', 'single-cell-analysis', 'spatial-data', 'spatial-transcriptomics'];Python;2024
jamiemcg/BUSCO_phylogenomics;90;2019-11-14;14;['bayesian', 'bioinformatics', 'evolution', 'genomics', 'maximum-likelihood', 'phylogenetics', 'phylogenomics'];Python;2024
vanheeringen-lab/ANANSE;89;2019-05-22;16;['bioinformatics', 'cell-fate-determination', 'enhancer-database', 'grn', 'key-transcription-factors'];Python;2024
yueyu1030/SumGNN;88;2020-07-15;23;['bioinformatics', 'biomedical-knowledge-graph', 'biosnap', 'drug-discovery', 'drug-drug-interaction', 'drugbank', 'gnn', 'graph-neural-networks', 'knowledge-graph', 'subgraph', 'twosides'];Python;2024
KevinMenden/scaden;86;2019-04-24;30;['bioinformatics', 'cell-composition-analysis', 'deconvolution', 'deep-learning', 'machine-learning', 'rna-seq', 'single-cell-rna-seq'];Python;2024
seqan/lambda;82;2015-06-22;20;['alignment', 'bioinformatics', 'blast', 'blast-searches', 'high-performance', 'metagenomics', 'ncbi-taxonomy', 'protein-sequences', 'seqan'];C++;2024
natir/yacrd;81;2018-03-28;8;['bioinformatics', 'chimera', 'long-reads', 'sequence'];Rust;2024
open2c/coolpuppy;80;2018-09-03;12;['bioinformatics', 'contact-matrix', 'genomics', 'hi-c', 'pileup', 'python', 'sparse-matrix'];Python;2024
rabix/cwl-svg;79;2017-02-23;19;['bioinformatics', 'cwl', 'svg', 'visualization', 'workflow'];TypeScript;2024
mckennalab/FlashFry;77;2014-12-18;11;['bioinformatics', 'crispr', 'crispr-cas9', 'genome-editing'];Scala;2024
aoles/EBImage;75;2014-08-15;28;['bioinformatics', 'image-analysis', 'image-processing', 'r'];R;2024
ibe-uw/tiara;74;2020-11-29;12;['bioinformatics', 'classification', 'eukaryotes', 'machine-learning', 'metagenomics', 'organelle'];Python;2024
4dn-dcic/hic2cool;74;2017-01-26;10;['bioinformatics', 'contact-matrices', 'converter', 'cooler', 'hi-c', 'juicer'];Python;2024
panoptes-organization/panoptes;74;2019-11-11;19;['bioinformatics', 'reproducible-research', 'snakemake', 'workflows'];CSS;2024
ay-lab/dcHiC;73;2020-06-25;12;['bioinformatics', 'chromatin', 'genome', 'hi-c'];R;2024
lh3/ropebwt2;72;2013-08-02;5;['bioinformatics', 'fm-index'];TeX;2024
FunGeST/Palimpsest;72;2018-03-12;19;['bioinformatics', 'bioinformatics-analysis', 'cancer-genomics', 'cancer-research', 'clonality', 'driver-events', 'genomics', 'mutational-signatures', 'nmf', 'nmf-extraction', 'r', 'signature-extraction', 'somatic-mutations', 'structural-variant-signatures', 'structural-variation', 'tumor-evolution', 'tumor-heterogeneity', 'visualization'];R;2024
dnbaker/bonsai;71;2016-10-20;10;['bioinformatics', 'database', 'metagenomics'];C++;2024
servierhub/top-pharma50;70;2024-05-22;3;['ai', 'awesome', 'awesome-list', 'awesome-lists', 'bioinformatics', 'biology-ai', 'computational-biology', 'computational-chemistry', 'ebiology', 'life-sciences', 'lifescience', 'lifesciences', 'pharma', 'pharmaceuticals', 'servier'];Makefile;2024
ML4GLand/EUGENe;70;2021-05-19;6;['bioinformatics', 'deep-learning', 'genomics', 'machine-learning', 'python', 'regulatory-genomics'];Jupyter Notebook;2024
SydneyBioX/scMerge;68;2018-08-09;13;['bioinformatics', 'r', 'rstats', 'single-cell'];R;2024
MariaNattestad/SplitThreader;67;2016-04-03;16;['bioinformatics', 'genomics', 'visualization'];JavaScript;2024
yikunpku/RNA-MSM;67;2023-01-05;7;['bioinformatics', 'language-model', 'rna', 'rna-structure-prediction'];Python;2024
raghavagps/Pfeature;65;2019-01-16;22;['amino-acid-composition', 'bioinformatics', 'function-annotation', 'machine-learning-algorithms', 'protein-annotation', 'pssm-profile'];Python;2024
murphycj/AGFusion;65;2016-10-03;27;['bioinformatics', 'cancer', 'cancer-genomics', 'chimera', 'fusion', 'gene-fusion', 'protein', 'python', 'rna-seq', 'structural-variation'];Python;2024
biopython/biopython;4850;2009-03-15;1853;['bioinformatics', 'biopython', 'dna', 'genomics', 'phylogenetics', 'protein', 'protein-structure', 'python', 'sequence-alignment'];Python;2025
google/deepvariant;3583;2017-11-23;768;['bioinformatics', 'deep-learning', 'deep-neural-network', 'deepvariant', 'dna', 'genome', 'genomics', 'machine-learning', 'ngs', 'science', 'sequencing', 'tensorflow'];Python;2025
nextflow-io/nextflow;3253;2013-03-27;758;['aws', 'bioinformatics', 'cloud', 'dataflow', 'docker', 'groovy', 'hello', 'hpc', 'nextflow', 'pipeline', 'pipeline-framework', 'reproducible-research', 'reproducible-science', 'sge', 'singularity', 'singularity-containers', 'slurm', 'workflow-engine'];Groovy;2025
K-Dense-AI/claude-scientific-skills;2730;2025-10-19;316;['ai-scientist', 'bioinformatics', 'chemoinformatics', 'claude', 'claude-skills', 'claudecode', 'clinical-research', 'computational-biology', 'data-analysis', 'drug-discovery', 'genomics', 'materials-science', 'metabolomics', 'proteomics', 'scientific-computing', 'scientific-visualization'];Python;2025
sokrypton/ColabFold;2573;2021-07-19;691;['bioinformatics', 'multiple-sequence-alignment', 'protein-structure', 'structure-prediction'];Jupyter Notebook;2025
scverse/scanpy;2311;2017-01-29;687;['anndata', 'bioinformatics', 'data-science', 'machine-learning', 'python', 'scanpy', 'scverse', 'transcriptomics', 'visualize-data'];Python;2025
OpenGene/fastp;2257;2017-10-31;367;['adapter', 'bioinformatics', 'duplication', 'fastq', 'filter', 'filtering', 'illumina', 'merging', 'ngs', 'overlap', 'polyg', 'preprocessing', 'qc', 'quality', 'quality-control', 'sequencing', 'splitting', 'trimming', 'umi'];C++;2025
lh3/minimap2;2096;2017-07-18;449;['bioinformatics', 'genomics', 'sequence-alignment', 'spliced-alignment'];C;2025
soedinglab/MMseqs2;1926;2016-07-20;262;['alignment', 'bioinformatics', 'blast', 'linclust', 'metagenomics', 'mmseqs', 'profile-search', 'sequence-clustering', 'sequence-search', 'taxonomy'];C;2025
allenai/scispacy;1911;2018-09-24;248;['bioinformatics', 'biomedical', 'custom-pipes', 'nlp', 'scientific-documents', 'spacy'];Python;2025
broadinstitute/gatk;1899;2014-12-02;623;['bioinformatics', 'dna', 'gatk', 'genome', 'genomics', 'ngs', 'science', 'sequencing', 'spark'];Java;2025
galaxyproject/galaxy;1716;2015-02-23;1121;['bioinformatics', 'dna', 'genomics', 'hacktoberfest', 'ngs', 'pipeline', 'science', 'sequencing', 'usegalaxy', 'workflow', 'workflow-engine'];Python;2025
lh3/bwa;1688;2011-01-14;572;['bioinformatics', 'fm-index', 'genomics', 'sequence-alignment'];C;2025
lh3/seqtk;1520;2012-03-23;327;['bioinformatics', 'sequence-analysis'];C;2025
shenwei356/seqkit;1491;2016-02-28;174;['bioinformatics', 'cross-platform', 'fasta', 'fastq', 'golang', 'manipulation', 'sequence', 'tool', 'toolkit'];Go;2025
MultiQC/MultiQC;1399;2015-08-04;645;['analysis', 'bioconda', 'bioinformatics', 'data-visualization', 'multiqc', 'pypi', 'python', 'quality-control', 'reporting', 'seqera', 'vizualisation'];JavaScript;2025
crazyhottommy/getting-started-with-genomics-tools-and-resources;1350;2015-09-14;364;['bioinformatics', 'cancer-genomics', 'data-science'];Shell;2025
mims-harvard/TDC;1192;2020-09-17;202;['artificial-intelligence', 'benchmarks', 'bioinformatics', 'biology', 'biomedicine', 'biotech', 'cheminformatics', 'chemistry', 'datasets', 'deep-learning', 'drug-discovery', 'machine-learning', 'medicine', 'precision-medicine', 'therapeutics'];Jupyter Notebook;2025
a-r-j/graphein;1152;2019-08-28;138;['bioinformatics', 'computational-biology', 'deep-learning', 'dgl', 'drug-discovery', 'gene-regulatory-networks', 'geometric-deep-learning', 'graph-neural-networks', 'interactome', 'interactomics', 'ppi-networks', 'protein', 'protein-data-bank', 'protein-design', 'protein-structure', 'python', 'pytorch', 'pytorch-geometric', 'rna', 'structural-biology'];Jupyter Notebook;2025
steineggerlab/foldseek;1132;2019-01-21;140;['alignments', 'bioinformatics', 'clustering', 'protein-structure'];C;2025
shenwei356/csvtk;1131;2016-04-03;98;['bioinformatics', 'command-line', 'cross-platform', 'csv', 'golang', 'tool', 'toolkit', 'tsv'];Go;2025
scikit-bio/scikit-bio;1128;2013-12-13;297;['bioinformatics', 'computational-biology'];Python;2025
plotly/react-plotly.js;1080;2017-07-26;139;['bioinformatics', 'charting-library', 'd3', 'data-visualization', 'fintech', 'plotly', 'react'];JavaScript;2025
shenwei356/rush;1068;2017-01-03;69;['bioinformatics', 'command', 'cross-platform', 'execute', 'golang', 'parallel', 'pipeline', 'shell', 'windows'];Go;2025
kblin/ncbi-genome-download;1053;2016-05-03;177;['bioinformatics', 'biology', 'command-line', 'download-genomes', 'genbank', 'genomics', 'ncbi', 'python'];Python;2025
broadinstitute/cromwell;1044;2015-04-17;377;['application', 'bioinformatics', 'cloud', 'containers', 'docker', 'executor', 'ga4gh', 'hpc', 'scala', 'wdl', 'workflow', 'workflow-description-language', 'workflow-execution'];Scala;2025
bigdatagenomics/adam;1043;2013-11-19;315;['avro', 'big-data', 'bioinformatics', 'genomics', 'java', 'parquet', 'python', 'r', 'scala', 'spark'];Scala;2025
hail-is/hail;1042;2015-10-27;258;['bioinformatics', 'genetics', 'genomics', 'gwas', 'hail', 'python', 'software', 'vcf'];Python;2025
moshi4/pyCirclize;1019;2022-12-17;54;['bioinformatics', 'chord-diagram', 'circos', 'comparative-genomics', 'data-visualization', 'dataviz', 'genomics', 'genomics-visualization', 'matplotlib', 'microbial-genomics', 'phylogenetic-trees', 'python', 'radar-chart', 'visualization'];Python;2025
samtools/htslib;899;2012-05-15;459;['bam', 'bcf', 'bioinformatics', 'cram', 'htslib', 'ngs', 'sam', 'vcf'];C;2025
