,year,stars,forks,topic
14475,2025,15,0,popcount
14476,2013,0,0,popgen
14477,2016,0,0,popgen
14478,2017,0,0,popgen
14479,2018,0,0,popgen
14480,2019,0,0,popgen
14481,2020,0,0,popgen
14482,2021,0,0,popgen
14483,2022,101,29,popgen
14484,2023,101,0,popgen
14485,2024,101,0,popgen
14486,2025,101,0,popgen
14487,2013,0,0,population-genetics
14488,2016,0,0,population-genetics
14489,2017,0,0,population-genetics
14490,2018,0,0,population-genetics
14491,2019,44,10,population-genetics
14492,2020,61,3,population-genetics
14493,2021,61,0,population-genetics
14494,2022,81,4,population-genetics
14495,2023,81,0,population-genetics
14496,2024,81,0,population-genetics
14497,2025,571,151,population-genetics
14498,2013,0,0,pos-tagging
14499,2016,0,0,pos-tagging
14500,2017,0,0,pos-tagging
14501,2018,0,0,pos-tagging
14502,2019,33,5,pos-tagging
14503,2020,33,0,pos-tagging
14504,2021,33,0,pos-tagging
14505,2022,33,0,pos-tagging
14506,2023,33,0,pos-tagging
14507,2024,33,0,pos-tagging
14508,2025,33,0,pos-tagging
14509,2013,0,0,positive-selection
14510,2016,0,0,positive-selection
14511,2017,0,0,positive-selection
14512,2018,0,0,positive-selection
14513,2019,0,0,positive-selection
14514,2020,21,17,positive-selection
14515,2021,21,0,positive-selection
14516,2022,21,0,positive-selection
14517,2023,21,0,positive-selection
14518,2024,21,0,positive-selection
14519,2025,21,0,positive-selection
14520,2013,0,0,pospopcnt
14521,2016,0,0,pospopcnt
14522,2017,0,0,pospopcnt
14523,2018,0,0,pospopcnt
14524,2019,15,3,pospopcnt
14525,2020,15,0,pospopcnt
14526,2021,15,0,pospopcnt
14527,2022,15,0,pospopcnt
14528,2023,15,0,pospopcnt
14529,2024,15,0,pospopcnt
14530,2025,15,0,pospopcnt
14531,2013,0,0,postgres
14532,2016,0,0,postgres
14533,2017,0,0,postgres
14534,2018,0,0,postgres
14535,2019,0,0,postgres
14536,2020,0,0,postgres
14537,2021,0,0,postgres
14538,2022,0,0,postgres
14539,2023,472,59,postgres
14540,2024,472,0,postgres
14541,2025,472,0,postgres
14542,2013,0,0,postgresql
14543,2016,0,0,postgresql
14544,2017,0,0,postgresql
14545,2018,0,0,postgresql
14546,2019,30,12,postgresql
14547,2020,30,0,postgresql
14548,2021,30,0,postgresql
14549,2022,30,0,postgresql
14550,2023,502,59,postgresql
14551,2024,502,0,postgresql
14552,2025,502,0,postgresql
14553,2013,0,0,postgrest
14554,2016,0,0,postgrest
14555,2017,0,0,postgrest
14556,2018,0,0,postgrest
14557,2019,0,0,postgrest
14558,2020,0,0,postgrest
14559,2021,0,0,postgrest
14560,2022,0,0,postgrest
14561,2023,472,59,postgrest
14562,2024,472,0,postgrest
14563,2025,472,0,postgrest
14564,2013,0,0,ppi
14565,2016,0,0,ppi
14566,2017,0,0,ppi
14567,2018,0,0,ppi
14568,2019,0,0,ppi
14569,2020,46,19,ppi
14570,2021,46,0,ppi
14571,2022,46,0,ppi
14572,2023,46,0,ppi
14573,2024,1157,296,ppi
14574,2025,1157,0,ppi
14575,2013,0,0,ppi-networks
14576,2016,0,0,ppi-networks
14577,2017,0,0,ppi-networks
14578,2018,0,0,ppi-networks
14579,2019,0,0,ppi-networks
14580,2020,0,0,ppi-networks
14581,2021,0,0,ppi-networks
14582,2022,0,0,ppi-networks
14583,2023,0,0,ppi-networks
14584,2024,0,0,ppi-networks
14585,2025,1152,138,ppi-networks
14586,2013,0,0,pre-processing
14587,2016,0,0,pre-processing
14588,2017,0,0,pre-processing
14589,2018,0,0,pre-processing
14590,2019,0,0,pre-processing
14591,2020,0,0,pre-processing
14592,2021,0,0,pre-processing
14593,2022,0,0,pre-processing
14594,2023,0,0,pre-processing
14595,2024,0,0,pre-processing
14596,2025,528,499,pre-processing
14597,2013,0,0,precision-medicine
14598,2016,0,0,precision-medicine
14599,2017,0,0,precision-medicine
14600,2018,0,0,precision-medicine
14601,2019,0,0,precision-medicine
14602,2020,0,0,precision-medicine
14603,2021,0,0,precision-medicine
14604,2022,0,0,precision-medicine
14605,2023,35,6,precision-medicine
14606,2024,717,132,precision-medicine
14607,2025,1907,202,precision-medicine
14608,2013,0,0,predict-genes
14609,2016,0,0,predict-genes
14610,2017,0,0,predict-genes
14611,2018,0,0,predict-genes
14612,2019,0,0,predict-genes
14613,2020,0,0,predict-genes
14614,2021,0,0,predict-genes
14615,2022,0,0,predict-genes
14616,2023,61,15,predict-genes
14617,2024,61,0,predict-genes
14618,2025,61,0,predict-genes
14619,2013,0,0,predicted-contacts
14620,2016,0,0,predicted-contacts
14621,2017,0,0,predicted-contacts
14622,2018,0,0,predicted-contacts
14623,2019,0,0,predicted-contacts
14624,2020,0,0,predicted-contacts
14625,2021,0,0,predicted-contacts
14626,2022,22,12,predicted-contacts
14627,2023,22,0,predicted-contacts
14628,2024,22,0,predicted-contacts
14629,2025,22,0,predicted-contacts
14630,2013,0,0,prediction-model
14631,2016,0,0,prediction-model
14632,2017,0,0,prediction-model
14633,2018,0,0,prediction-model
14634,2019,0,0,prediction-model
14635,2020,0,0,prediction-model
14636,2021,0,0,prediction-model
14637,2022,0,0,prediction-model
14638,2023,0,0,prediction-model
14639,2024,114,44,prediction-model
14640,2025,114,0,prediction-model
14641,2013,0,0,preprocessing
14642,2016,0,0,preprocessing
14643,2017,0,0,preprocessing
14644,2018,0,0,preprocessing
14645,2019,0,0,preprocessing
14646,2020,0,0,preprocessing
14647,2021,0,0,preprocessing
14648,2022,0,0,preprocessing
14649,2023,0,0,preprocessing
14650,2024,0,0,preprocessing
14651,2025,2257,366,preprocessing
14652,2013,0,0,pretrained-models
14653,2016,0,0,pretrained-models
14654,2017,0,0,pretrained-models
14655,2018,0,0,pretrained-models
14656,2019,0,0,pretrained-models
14657,2020,0,0,pretrained-models
14658,2021,0,0,pretrained-models
14659,2022,0,0,pretrained-models
14660,2023,0,0,pretrained-models
14661,2024,98,3,pretrained-models
14662,2025,98,0,pretrained-models
14663,2013,0,0,primates
14664,2016,0,0,primates
14665,2017,0,0,primates
14666,2018,0,0,primates
14667,2019,0,0,primates
14668,2020,21,17,primates
14669,2021,21,0,primates
14670,2022,21,0,primates
14671,2023,21,0,primates
14672,2024,21,0,primates
14673,2025,21,0,primates
14674,2013,0,0,primer-design
14675,2016,0,0,primer-design
14676,2017,15,2,primer-design
14677,2018,15,0,primer-design
14678,2019,15,0,primer-design
14679,2020,15,0,primer-design
14680,2021,15,0,primer-design
14681,2022,15,0,primer-design
14682,2023,77,24,primer-design
14683,2024,796,73,primer-design
14684,2025,796,0,primer-design
14685,2013,0,0,probability-statistics
14686,2016,0,0,probability-statistics
14687,2017,0,0,probability-statistics
14688,2018,0,0,probability-statistics
14689,2019,0,0,probability-statistics
14690,2020,0,0,probability-statistics
14691,2021,27,1,probability-statistics
14692,2022,27,0,probability-statistics
14693,2023,27,0,probability-statistics
14694,2024,27,0,probability-statistics
14695,2025,27,0,probability-statistics
14696,2013,0,0,productivity
14697,2016,0,0,productivity
14698,2017,0,0,productivity
14699,2018,0,0,productivity
14700,2019,0,0,productivity
14701,2020,0,0,productivity
14702,2021,0,0,productivity
14703,2022,0,0,productivity
14704,2023,0,0,productivity
14705,2024,0,0,productivity
14706,2025,514,42,productivity
14707,2013,0,0,profile-profile-search
14708,2016,0,0,profile-profile-search
14709,2017,0,0,profile-profile-search
14710,2018,0,0,profile-profile-search
14711,2019,0,0,profile-profile-search
14712,2020,0,0,profile-profile-search
14713,2021,0,0,profile-profile-search
14714,2022,0,0,profile-profile-search
14715,2023,0,0,profile-profile-search
14716,2024,0,0,profile-profile-search
14717,2025,607,148,profile-profile-search
14718,2013,0,0,profile-search
14719,2016,0,0,profile-search
14720,2017,0,0,profile-search
14721,2018,0,0,profile-search
14722,2019,0,0,profile-search
14723,2020,0,0,profile-search
14724,2021,0,0,profile-search
14725,2022,0,0,profile-search
14726,2023,0,0,profile-search
14727,2024,0,0,profile-search
14728,2025,2531,410,profile-search
14729,2013,0,0,programming-language
14730,2016,0,0,programming-language
14731,2017,0,0,programming-language
14732,2018,0,0,programming-language
14733,2019,0,0,programming-language
14734,2020,0,0,programming-language
14735,2021,0,0,programming-language
14736,2022,706,49,programming-language
14737,2023,706,0,programming-language
14738,2024,706,0,programming-language
14739,2025,706,0,programming-language
14740,2013,0,0,programming-languages
14741,2016,0,0,programming-languages
14742,2017,0,0,programming-languages
14743,2018,0,0,programming-languages
14744,2019,0,0,programming-languages
14745,2020,0,0,programming-languages
14746,2021,0,0,programming-languages
14747,2022,0,0,programming-languages
14748,2023,57,18,programming-languages
14749,2024,57,0,programming-languages
14750,2025,57,0,programming-languages
14751,2013,0,0,project
14752,2016,0,0,project
14753,2017,0,0,project
14754,2018,0,0,project
14755,2019,0,0,project
14756,2020,248,55,project
14757,2021,248,0,project
14758,2022,248,0,project
14759,2023,248,0,project
14760,2024,248,0,project
14761,2025,248,0,project
14762,2013,0,0,prolog
14763,2016,0,0,prolog
14764,2017,0,0,prolog
14765,2018,0,0,prolog
14766,2019,0,0,prolog
14767,2020,0,0,prolog
14768,2021,0,0,prolog
14769,2022,0,0,prolog
14770,2023,157,17,prolog
14771,2024,157,0,prolog
14772,2025,157,0,prolog
14773,2013,0,0,prompt-engineering
14774,2016,0,0,prompt-engineering
14775,2017,0,0,prompt-engineering
14776,2018,0,0,prompt-engineering
14777,2019,0,0,prompt-engineering
14778,2020,0,0,prompt-engineering
14779,2021,0,0,prompt-engineering
14780,2022,0,0,prompt-engineering
14781,2023,0,0,prompt-engineering
14782,2024,924,108,prompt-engineering
14783,2025,924,0,prompt-engineering
14784,2013,0,0,prompt-tuning
14785,2016,0,0,prompt-tuning
14786,2017,0,0,prompt-tuning
14787,2018,0,0,prompt-tuning
14788,2019,0,0,prompt-tuning
14789,2020,0,0,prompt-tuning
14790,2021,0,0,prompt-tuning
14791,2022,0,0,prompt-tuning
14792,2023,0,0,prompt-tuning
14793,2024,924,108,prompt-tuning
14794,2025,924,0,prompt-tuning
14795,2013,0,0,property-graph
14796,2016,120,19,property-graph
14797,2017,120,0,property-graph
14798,2018,120,0,property-graph
14799,2019,120,0,property-graph
14800,2020,120,0,property-graph
14801,2021,120,0,property-graph
14802,2022,120,0,property-graph
14803,2023,120,0,property-graph
14804,2024,120,0,property-graph
14805,2025,120,0,property-graph
14806,2013,0,0,protein
14807,2016,120,19,protein
14808,2017,120,0,protein
14809,2018,120,0,protein
14810,2019,156,12,protein
14811,2020,180,9,protein
14812,2021,461,45,protein
14813,2022,578,23,protein
14814,2023,719,24,protein
14815,2024,784,27,protein
14816,2025,7698,2190,protein
14817,2013,0,0,protein-annotation
14818,2016,0,0,protein-annotation
14819,2017,0,0,protein-annotation
14820,2018,0,0,protein-annotation
14821,2019,0,0,protein-annotation
14822,2020,0,0,protein-annotation
14823,2021,0,0,protein-annotation
14824,2022,0,0,protein-annotation
14825,2023,0,0,protein-annotation
14826,2024,65,22,protein-annotation
14827,2025,538,199,protein-annotation
14828,2013,0,0,protein-complexes
14829,2016,0,0,protein-complexes
14830,2017,0,0,protein-complexes
14831,2018,0,0,protein-complexes
14832,2019,0,0,protein-complexes
14833,2020,0,0,protein-complexes
14834,2021,0,0,protein-complexes
14835,2022,0,0,protein-complexes
14836,2023,0,0,protein-complexes
14837,2024,167,18,protein-complexes
14838,2025,167,0,protein-complexes
14839,2013,0,0,protein-contact-prediction
14840,2016,0,0,protein-contact-prediction
14841,2017,0,0,protein-contact-prediction
14842,2018,0,0,protein-contact-prediction
14843,2019,0,0,protein-contact-prediction
14844,2020,0,0,protein-contact-prediction
14845,2021,0,0,protein-contact-prediction
14846,2022,22,12,protein-contact-prediction
14847,2023,22,0,protein-contact-prediction
14848,2024,22,0,protein-contact-prediction
14849,2025,22,0,protein-contact-prediction
14850,2013,0,0,protein-data-bank
14851,2016,0,0,protein-data-bank
14852,2017,0,0,protein-data-bank
14853,2018,0,0,protein-data-bank
14854,2019,0,0,protein-data-bank
14855,2020,0,0,protein-data-bank
14856,2021,0,0,protein-data-bank
14857,2022,0,0,protein-data-bank
14858,2023,0,0,protein-data-bank
14859,2024,269,17,protein-data-bank
14860,2025,2041,535,protein-data-bank
14861,2013,0,0,protein-descriptor
14862,2016,0,0,protein-descriptor
14863,2017,0,0,protein-descriptor
14864,2018,0,0,protein-descriptor
14865,2019,0,0,protein-descriptor
14866,2020,0,0,protein-descriptor
14867,2021,0,0,protein-descriptor
14868,2022,0,0,protein-descriptor
14869,2023,46,13,protein-descriptor
14870,2024,46,0,protein-descriptor
14871,2025,46,0,protein-descriptor
14872,2013,0,0,protein-design
14873,2016,0,0,protein-design
14874,2017,0,0,protein-design
14875,2018,0,0,protein-design
14876,2019,0,0,protein-design
14877,2020,24,9,protein-design
14878,2021,83,9,protein-design
14879,2022,83,0,protein-design
14880,2023,83,0,protein-design
14881,2024,500,29,protein-design
14882,2025,1652,138,protein-design
14883,2013,0,0,protein-disorder
14884,2016,0,0,protein-disorder
14885,2017,0,0,protein-disorder
14886,2018,0,0,protein-disorder
14887,2019,0,0,protein-disorder
14888,2020,0,0,protein-disorder
14889,2021,0,0,protein-disorder
14890,2022,0,0,protein-disorder
14891,2023,0,0,protein-disorder
14892,2024,123,42,protein-disorder
14893,2025,123,0,protein-disorder
14894,2013,0,0,protein-docking-framework
14895,2016,0,0,protein-docking-framework
14896,2017,0,0,protein-docking-framework
14897,2018,0,0,protein-docking-framework
14898,2019,0,0,protein-docking-framework
14899,2020,24,9,protein-docking-framework
14900,2021,24,0,protein-docking-framework
14901,2022,24,0,protein-docking-framework
14902,2023,24,0,protein-docking-framework
14903,2024,24,0,protein-docking-framework
14904,2025,24,0,protein-docking-framework
14905,2013,0,0,protein-domains
14906,2016,0,0,protein-domains
14907,2017,0,0,protein-domains
14908,2018,0,0,protein-domains
14909,2019,14,3,protein-domains
14910,2020,14,0,protein-domains
14911,2021,14,0,protein-domains
14912,2022,14,0,protein-domains
14913,2023,14,0,protein-domains
14914,2024,14,0,protein-domains
14915,2025,14,0,protein-domains
14916,2013,0,0,protein-embeddings
14917,2016,0,0,protein-embeddings
14918,2017,0,0,protein-embeddings
14919,2018,0,0,protein-embeddings
14920,2019,0,0,protein-embeddings
14921,2020,0,0,protein-embeddings
14922,2021,0,0,protein-embeddings
14923,2022,0,0,protein-embeddings
14924,2023,0,0,protein-embeddings
14925,2024,98,3,protein-embeddings
14926,2025,98,0,protein-embeddings
14927,2013,0,0,protein-engineering
14928,2016,0,0,protein-engineering
14929,2017,0,0,protein-engineering
14930,2018,0,0,protein-engineering
14931,2019,0,0,protein-engineering
14932,2020,0,0,protein-engineering
14933,2021,0,0,protein-engineering
14934,2022,0,0,protein-engineering
14935,2023,36,9,protein-engineering
14936,2024,36,0,protein-engineering
14937,2025,36,0,protein-engineering
14938,2013,0,0,protein-feature-extraction
14939,2016,0,0,protein-feature-extraction
14940,2017,0,0,protein-feature-extraction
14941,2018,0,0,protein-feature-extraction
14942,2019,0,0,protein-feature-extraction
14943,2020,0,0,protein-feature-extraction
14944,2021,0,0,protein-feature-extraction
14945,2022,20,2,protein-feature-extraction
14946,2023,20,0,protein-feature-extraction
14947,2024,20,0,protein-feature-extraction
14948,2025,20,0,protein-feature-extraction
14949,2013,0,0,protein-folding
14950,2016,0,0,protein-folding
14951,2017,0,0,protein-folding
14952,2018,0,0,protein-folding
14953,2019,0,0,protein-folding
14954,2020,0,0,protein-folding
14955,2021,0,0,protein-folding
14956,2022,82,9,protein-folding
14957,2023,82,0,protein-folding
14958,2024,82,0,protein-folding
14959,2025,82,0,protein-folding
14960,2013,0,0,protein-function
14961,2016,0,0,protein-function
14962,2017,0,0,protein-function
14963,2018,0,0,protein-function
14964,2019,0,0,protein-function
14965,2020,0,0,protein-function
14966,2021,0,0,protein-function
14967,2022,57,8,protein-function
14968,2023,57,0,protein-function
14969,2024,57,0,protein-function
14970,2025,57,0,protein-function
14971,2013,0,0,protein-function-prediction
14972,2016,0,0,protein-function-prediction
14973,2017,0,0,protein-function-prediction
14974,2018,0,0,protein-function-prediction
14975,2019,0,0,protein-function-prediction
14976,2020,0,0,protein-function-prediction
14977,2021,0,0,protein-function-prediction
14978,2022,0,0,protein-function-prediction
14979,2023,0,0,protein-function-prediction
14980,2024,1111,296,protein-function-prediction
14981,2025,1111,0,protein-function-prediction
14982,2013,0,0,protein-language-model
14983,2016,0,0,protein-language-model
14984,2017,0,0,protein-language-model
14985,2018,0,0,protein-language-model
14986,2019,0,0,protein-language-model
14987,2020,0,0,protein-language-model
14988,2021,0,0,protein-language-model
14989,2022,0,0,protein-language-model
14990,2023,0,0,protein-language-model
14991,2024,98,3,protein-language-model
14992,2025,98,0,protein-language-model
14993,2013,0,0,protein-ligand-interactions
14994,2016,0,0,protein-ligand-interactions
14995,2017,0,0,protein-ligand-interactions
14996,2018,11,5,protein-ligand-interactions
14997,2019,11,0,protein-ligand-interactions
14998,2020,11,0,protein-ligand-interactions
14999,2021,11,0,protein-ligand-interactions
15000,2022,11,0,protein-ligand-interactions
15001,2023,11,0,protein-ligand-interactions
15002,2024,11,0,protein-ligand-interactions
15003,2025,11,0,protein-ligand-interactions
15004,2013,0,0,protein-ligand-interfaces
15005,2016,0,0,protein-ligand-interfaces
15006,2017,0,0,protein-ligand-interfaces
15007,2018,0,0,protein-ligand-interfaces
15008,2019,28,15,protein-ligand-interfaces
15009,2020,28,0,protein-ligand-interfaces
15010,2021,28,0,protein-ligand-interfaces
15011,2022,28,0,protein-ligand-interfaces
15012,2023,28,0,protein-ligand-interfaces
15013,2024,28,0,protein-ligand-interfaces
15014,2025,28,0,protein-ligand-interfaces
15015,2013,0,0,protein-modification
15016,2016,0,0,protein-modification
15017,2017,0,0,protein-modification
15018,2018,0,0,protein-modification
15019,2019,0,0,protein-modification
15020,2020,0,0,protein-modification
15021,2021,0,0,protein-modification
15022,2022,0,0,protein-modification
15023,2023,0,0,protein-modification
15024,2024,0,0,protein-modification
15025,2025,620,397,protein-modification
15026,2013,0,0,protein-protein
15027,2016,0,0,protein-protein
15028,2017,0,0,protein-protein
15029,2018,0,0,protein-protein
15030,2019,0,0,protein-protein
15031,2020,24,9,protein-protein
15032,2021,24,0,protein-protein
15033,2022,24,0,protein-protein
15034,2023,24,0,protein-protein
15035,2024,24,0,protein-protein
15036,2025,24,0,protein-protein
15037,2013,0,0,protein-protein-docking
15038,2016,0,0,protein-protein-docking
15039,2017,0,0,protein-protein-docking
15040,2018,0,0,protein-protein-docking
15041,2019,0,0,protein-protein-docking
15042,2020,24,9,protein-protein-docking
15043,2021,24,0,protein-protein-docking
15044,2022,24,0,protein-protein-docking
15045,2023,24,0,protein-protein-docking
15046,2024,191,18,protein-protein-docking
15047,2025,191,0,protein-protein-docking
15048,2013,0,0,protein-protein-interaction
15049,2016,0,0,protein-protein-interaction
15050,2017,0,0,protein-protein-interaction
15051,2018,0,0,protein-protein-interaction
15052,2019,13,5,protein-protein-interaction
15053,2020,37,9,protein-protein-interaction
15054,2021,37,0,protein-protein-interaction
15055,2022,37,0,protein-protein-interaction
15056,2023,107,36,protein-protein-interaction
15057,2024,1385,314,protein-protein-interaction
15058,2025,1385,0,protein-protein-interaction
15059,2013,0,0,protein-protein-interactions
15060,2016,0,0,protein-protein-interactions
15061,2017,0,0,protein-protein-interactions
15062,2018,0,0,protein-protein-interactions
15063,2019,0,0,protein-protein-interactions
15064,2020,0,0,protein-protein-interactions
15065,2021,0,0,protein-protein-interactions
15066,2022,64,12,protein-protein-interactions
15067,2023,64,0,protein-protein-interactions
15068,2024,64,0,protein-protein-interactions
15069,2025,64,0,protein-protein-interactions
15070,2013,0,0,protein-representation-learning
15071,2016,0,0,protein-representation-learning
15072,2017,0,0,protein-representation-learning
15073,2018,0,0,protein-representation-learning
15074,2019,0,0,protein-representation-learning
15075,2020,0,0,protein-representation-learning
15076,2021,0,0,protein-representation-learning
15077,2022,0,0,protein-representation-learning
15078,2023,0,0,protein-representation-learning
15079,2024,98,3,protein-representation-learning
15080,2025,98,0,protein-representation-learning
15081,2013,0,0,protein-sequence
15082,2016,0,0,protein-sequence
15083,2017,0,0,protein-sequence
15084,2018,13,2,protein-sequence
15085,2019,13,0,protein-sequence
15086,2020,13,0,protein-sequence
15087,2021,72,9,protein-sequence
15088,2022,72,0,protein-sequence
15089,2023,118,13,protein-sequence
15090,2024,216,3,protein-sequence
15091,2025,216,0,protein-sequence
15092,2013,0,0,protein-sequences
15093,2016,0,0,protein-sequences
15094,2017,0,0,protein-sequences
15095,2018,0,0,protein-sequences
15096,2019,32,15,protein-sequences
15097,2020,32,0,protein-sequences
15098,2021,67,11,protein-sequences
15099,2022,87,2,protein-sequences
15100,2023,148,15,protein-sequences
15101,2024,324,44,protein-sequences
15102,2025,944,397,protein-sequences
15103,2013,0,0,protein-stability
15104,2016,0,0,protein-stability
15105,2017,0,0,protein-stability
15106,2018,0,0,protein-stability
15107,2019,0,0,protein-stability
15108,2020,0,0,protein-stability
15109,2021,23,7,protein-stability
15110,2022,23,0,protein-stability
15111,2023,23,0,protein-stability
15112,2024,23,0,protein-stability
15113,2025,23,0,protein-stability
15114,2013,0,0,protein-structure
15115,2016,0,0,protein-structure
15116,2017,0,0,protein-structure
15117,2018,22,7,protein-structure
15118,2019,22,0,protein-structure
15119,2020,63,12,protein-structure
15120,2021,161,26,protein-structure
15121,2022,263,14,protein-structure
15122,2023,338,11,protein-structure
15123,2024,1592,202,protein-structure
15124,2025,13143,3500,protein-structure
15125,2013,0,0,protein-structure-prediction
15126,2016,0,0,protein-structure-prediction
15127,2017,0,0,protein-structure-prediction
15128,2018,0,0,protein-structure-prediction
15129,2019,0,0,protein-structure-prediction
15130,2020,0,0,protein-structure-prediction
15131,2021,0,0,protein-structure-prediction
15132,2022,0,0,protein-structure-prediction
15133,2023,75,11,protein-structure-prediction
15134,2024,242,18,protein-structure-prediction
15135,2025,242,0,protein-structure-prediction
15136,2013,0,0,proteins
15137,2016,120,19,proteins
15138,2017,120,0,proteins
15139,2018,120,0,proteins
15140,2019,120,0,proteins
15141,2020,144,9,proteins
15142,2021,144,0,proteins
15143,2022,208,12,proteins
15144,2023,208,0,proteins
15145,2024,519,27,proteins
15146,2025,519,0,proteins
15147,2013,0,0,proteomics
15148,2016,0,0,proteomics
15149,2017,23,8,proteomics
15150,2018,41,12,proteomics
15151,2019,56,4,proteomics
15152,2020,71,0,proteomics
15153,2021,141,27,proteomics
15154,2022,238,32,proteomics
15155,2023,313,11,proteomics
15156,2024,660,49,proteomics
15157,2025,3147,290,proteomics
15158,2013,0,0,pseudo-reference-genome
15159,2016,0,0,pseudo-reference-genome
15160,2017,0,0,pseudo-reference-genome
15161,2018,0,0,pseudo-reference-genome
15162,2019,0,0,pseudo-reference-genome
15163,2020,14,5,pseudo-reference-genome
15164,2021,14,0,pseudo-reference-genome
15165,2022,14,0,pseudo-reference-genome
15166,2023,14,0,pseudo-reference-genome
15167,2024,14,0,pseudo-reference-genome
15168,2025,14,0,pseudo-reference-genome
15169,2013,0,0,pssm-profile
15170,2016,0,0,pssm-profile
15171,2017,0,0,pssm-profile
15172,2018,0,0,pssm-profile
15173,2019,0,0,pssm-profile
15174,2020,0,0,pssm-profile
15175,2021,0,0,pssm-profile
15176,2022,0,0,pssm-profile
15177,2023,0,0,pssm-profile
15178,2024,65,22,pssm-profile
15179,2025,65,0,pssm-profile
15180,2013,0,0,pthreads
15181,2016,0,0,pthreads
15182,2017,0,0,pthreads
15183,2018,0,0,pthreads
15184,2019,0,0,pthreads
15185,2020,0,0,pthreads
15186,2021,0,0,pthreads
15187,2022,0,0,pthreads
15188,2023,0,0,pthreads
15189,2024,0,0,pthreads
15190,2025,448,64,pthreads
15191,2013,0,0,public-health
15192,2016,0,0,public-health
15193,2017,0,0,public-health
15194,2018,0,0,public-health
15195,2019,0,0,public-health
15196,2020,0,0,public-health
15197,2021,0,0,public-health
15198,2022,0,0,public-health
15199,2023,58,24,public-health
15200,2024,58,0,public-health
15201,2025,58,0,public-health
15202,2013,0,0,pubmed
15203,2016,0,0,pubmed
15204,2017,0,0,pubmed
15205,2018,0,0,pubmed
15206,2019,0,0,pubmed
15207,2020,0,0,pubmed
15208,2021,0,0,pubmed
15209,2022,19,3,pubmed
15210,2023,57,5,pubmed
15211,2024,57,0,pubmed
15212,2025,57,0,pubmed
15213,2013,0,0,pybel
15214,2016,0,0,pybel
15215,2017,0,0,pybel
15216,2018,0,0,pybel
15217,2019,0,0,pybel
15218,2020,0,0,pybel
15219,2021,0,0,pybel
15220,2022,0,0,pybel
15221,2023,0,0,pybel
15222,2024,137,32,pybel
15223,2025,137,0,pybel
15224,2013,0,0,pygna
15225,2016,0,0,pygna
15226,2017,0,0,pygna
15227,2018,0,0,pygna
15228,2019,0,0,pygna
15229,2020,0,0,pygna
15230,2021,0,0,pygna
15231,2022,32,6,pygna
15232,2023,32,0,pygna
15233,2024,32,0,pygna
15234,2025,32,0,pygna
15235,2013,0,0,pygrid
15236,2016,0,0,pygrid
15237,2017,0,0,pygrid
15238,2018,0,0,pygrid
15239,2019,0,0,pygrid
15240,2020,17,5,pygrid
15241,2021,17,0,pygrid
15242,2022,17,0,pygrid
15243,2023,17,0,pygrid
15244,2024,17,0,pygrid
15245,2025,17,0,pygrid
15246,2013,0,0,pymol
15247,2016,0,0,pymol
15248,2017,0,0,pymol
15249,2018,0,0,pymol
15250,2019,0,0,pymol
15251,2020,0,0,pymol
15252,2021,0,0,pymol
15253,2022,0,0,pymol
15254,2023,0,0,pymol
15255,2024,117,26,pymol
15256,2025,117,0,pymol
15257,2013,0,0,pymol-plugin
15258,2016,0,0,pymol-plugin
15259,2017,0,0,pymol-plugin
15260,2018,0,0,pymol-plugin
15261,2019,0,0,pymol-plugin
15262,2020,0,0,pymol-plugin
15263,2021,0,0,pymol-plugin
15264,2022,0,0,pymol-plugin
15265,2023,0,0,pymol-plugin
15266,2024,117,26,pymol-plugin
15267,2025,117,0,pymol-plugin
15268,2013,0,0,pypi
15269,2016,0,0,pypi
15270,2017,0,0,pypi
15271,2018,0,0,pypi
15272,2019,0,0,pypi
15273,2020,0,0,pypi
15274,2021,0,0,pypi
15275,2022,0,0,pypi
15276,2023,0,0,pypi
15277,2024,0,0,pypi
15278,2025,1399,645,pypi
15279,2013,0,0,pypiper
15280,2016,0,0,pypiper
15281,2017,0,0,pypiper
15282,2018,0,0,pypiper
15283,2019,0,0,pypiper
15284,2020,0,0,pypiper
15285,2021,0,0,pypiper
15286,2022,22,11,pypiper
15287,2023,22,0,pypiper
15288,2024,22,0,pypiper
15289,2025,22,0,pypiper
15290,2013,0,0,pysyft
15291,2016,0,0,pysyft
15292,2017,0,0,pysyft
15293,2018,0,0,pysyft
15294,2019,0,0,pysyft
15295,2020,17,5,pysyft
15296,2021,17,0,pysyft
15297,2022,17,0,pysyft
15298,2023,17,0,pysyft
15299,2024,17,0,pysyft
15300,2025,17,0,pysyft
15301,2013,0,0,python-3
15302,2016,0,0,python-3
15303,2017,0,0,python-3
15304,2018,0,0,python-3
15305,2019,0,0,python-3
15306,2020,0,0,python-3
15307,2021,0,0,python-3
15308,2022,0,0,python-3
15309,2023,128,18,python-3
15310,2024,128,0,python-3
15311,2025,128,0,python-3
15312,2013,0,0,python-bindings
15313,2016,0,0,python-bindings
15314,2017,0,0,python-bindings
15315,2018,0,0,python-bindings
15316,2019,0,0,python-bindings
15317,2020,0,0,python-bindings
15318,2021,69,26,python-bindings
15319,2022,69,0,python-bindings
15320,2023,69,0,python-bindings
15321,2024,69,0,python-bindings
15322,2025,692,134,python-bindings
15323,2013,0,0,python3
15324,2016,0,0,python3
15325,2017,0,0,python3
15326,2018,0,0,python3
15327,2019,0,0,python3
