,name,stars,topics,language,selected_year
24,OpenGene/FusionDirect.jl,25,"['bioinformatics', 'cancer', 'fusion', 'gene', 'ngs']",Julia,2017
242,asmitapoddar/Deep-Learning-DNA-Sequences,25,"['attention-mechanism', 'bioinformatics', 'deep-learning', 'dna-sequences', 'lstm', 'seq2seq', 'visualization']",Python,2020
243,gf712/AbPyTools,25,"['antibody', 'antibody-numbering', 'antibody-sequences', 'bioinformatics', 'python']",Python,2020
145,BenLangmead/qtip,25,"['bioinformatics', 'genomics']",C++,2019
146,tseemann/berokka,25,"['bioinformatics', 'circular-genome', 'genome-assembly', 'genomics', 'long-read-sequencing']",Perl,2019
244,leylabmpi/DeepMAsED,25,"['bioinformatics', 'deep-learning', 'metagenome-assembly', 'metagenomics']",Jupyter Notebook,2020
245,sanger-pathogens/saffrontree,25,"['bioinformatics', 'bioinformatics-pipeline', 'genomics', 'global-health', 'infectious-diseases', 'next-generation-sequencing', 'pathogen', 'research', 'sequencing']",Python,2020
246,MetaSUB/MetaSUB_CAP,25,"['bioinformatics', 'bioinformatics-pipeline', 'metagenomics', 'microbiome', 'pipeline']",Python,2020
348,isambard-uob/isambard,25,"['bioinformatics', 'computational-biology', 'parametric-modelling', 'python', 'structural-biology', 'university-of-bristol']",Python,2021
443,clicumu/doepipeline,25,"['bioinformatics', 'doe', 'optimization', 'pipeline']",Python,2022
26,burkesquires/immunology-informatics,24,"['analysis', 'bioinformatics', 'command-line', 'data-analysis', 'flow-cytometry', 'immunology', 'reproducible-research', 'rna-seq', 'tutorial']",R,2017
247,lightdock/lightdock-python2.7,24,"['anm', 'bioinformatics', 'dna', 'docking', 'gso', 'pdb', 'peptides', 'protein', 'protein-design', 'protein-docking-framework', 'protein-protein', 'protein-protein-docking', 'protein-protein-interaction', 'protein-structure', 'proteins', 'scientific-computing', 'simulation', 'swarm', 'swarm-intelligence']",C++,2020
248,pgxcentre/manhattan_generator,24,"['bioinformatics', 'genetics', 'genomics', 'plot']",Python,2020
249,PaulKlinger/dna-sculpture,24,"['bioinformatics', 'electronics', 'raspberry-pi']",Python,2020
250,Team-Rosalind/team-rosalind-project,24,"['bioinformatics', 'bioinformatics-analysis', 'computational-biology', 'hackbio', 'internship', 'internship-challenge', 'internship-task', 'team-rosalind']",Shell,2020
446,ben-laufer/CpG_Me,24,"['alignment', 'bioinformatics', 'bismark-cytosine-report', 'cpg', 'dna-methylation', 'slurm', 'wgbs', 'whole-genome-bisulfite-sequencing']",Shell,2022
445,olgatsiouri1996/biomisc_R,24,"['bioinformatics', 'differential-expression', 'fasta', 'r', 'statistics']",R,2022
147,GarrettJenkinson/informME,24,"['bash', 'bioinformatics', 'cpp', 'information-theory', 'ising-model', 'matlab', 'methylation', 'next-generation-sequencing', 'parallel-computing', 'parameter-estimation', 'r', 'sge', 'slurm']",MATLAB,2019
148,haichengyi/ACP-DL,24,"['anticancer-peptides', 'bioinformatics', 'deep-learning', 'lstm']",Python,2019
83,rasbt/screenlamp,24,"['bioinformatics', 'computational-biology', 'computational-chemistry', 'docking', 'drug-discovery', 'ligand-screening', 'pharmacometrics', 'python', 'virtual-screening']",Python,2018
82,CommonGarden/Grow-IoT,24,"['bioinformatics', 'embedded-systems', 'iot', 'iot-framework', 'meteor', 'nodejs', 'openscience', 'react', 'webcomponents']",JavaScript,2018
81,mojaie/pygosemsim,24,"['bioinformatics', 'gene-ontology', 'semantic-similarity']",Python,2018
25,OpenGene/SeqMaker.jl,24,"['bioinformatics', 'illumina', 'ngs', 'simulation']",Julia,2017
27,olgabot/cshl-singlecell-2017,23,"['bioinformatics', 'jupyter-notebook', 'machinelearning', 'matplotlib', 'pca', 'python', 'scikit-learn', 'seaborn', 'single-cell', 'singlecell', 'tsne']",Jupyter Notebook,2017
252,shao-lab/MAnorm,23,"['bioinformatics', 'chip-seq', 'differential-expression', 'ngs', 'normalization']",Python,2020
349,CGJennings/fjs-string-matching,23,"['algorithm', 'bioinformatics', 'bms', 'boyer-moore', 'boyer-moore-sunday', 'c', 'fjs', 'fjs-algorithm', 'franek-jennings-smyth', 'java', 'kmp', 'knuth-morris-pratt', 'pattern-matching', 'string-matching', 'string-search', 'text-search']",Java,2021
149,yunchuankong/GEDFN,23,"['bioinformatics', 'classification', 'deep-learning', 'deep-neural-networks', 'feature-selection', 'feedforward-neural-network', 'gene-expression', 'network-analysis', 'tensorflow']",Python,2019
150,glrs/StackedDAE,23,"['autoencoders', 'bioinformatics', 'deep-neural-networks', 'single-cell-rna-seq', 'tensorflow']",Python,2019
350,ritabratamaiti/Chem-Faiss,23,"['bioinformatics', 'cheminformatics', 'covid-19', 'deep-learning', 'facebook', 'faiss', 'machine-learning', 'neural-network', 'rdkit']",Jupyter Notebook,2021
251,TheJacksonLaboratory/pyBedGraph,23,"['atac-seq', 'bedgraph', 'bedgraph-files', 'bioinformatics', 'chip-seq']",Python,2020
84,BarathiGanesh-HB/DeepChem-Workshop,23,"['bioinformatics', 'computational-biology', 'computational-chemistry', 'deep-learning', 'machine-learning', 'natural-language-processing', 'natural-language-understanding']",Jupyter Notebook,2018
351,elaspic/elaspic2,23,"['binding-affinity', 'bioinformatics', 'mutations', 'protein', 'protein-stability', 'protein-structure', 'variant-effect-prediction']",Jupyter Notebook,2021
152,otiai10/cwl.go,22,"['bioinformatics', 'common-workflow-language', 'cwl', 'golang']",Go,2019
454,moshi4/GBKviz,22,"['bioinformatics', 'biopython', 'comparative-genomics', 'genbank', 'genomics', 'genomics-visualization', 'microbial-genomics', 'python', 'streamlit', 'visualization', 'webapp']",Python,2022
453,vinuesa/intro2linux,22,"['awk', 'awk-script', 'bash', 'bash-script', 'bioinformatica', 'bioinformatics', 'gnu-linux', 'linux', 'linux-shell', 'shell-script', 'tutorial']",HTML,2022
452,carlobaldassi/GaussDCA.jl,22,"['bioinformatics', 'direct-coupling-analysis', 'julia', 'predicted-contacts', 'protein-contact-prediction']",Julia,2022
451,natir/rustyread,22,"['bioinformatics', 'long-reads']",Jupyter Notebook,2022
450,epigen/open_pipelines,22,"['atac-seq', 'bioinformatics', 'chip-seq', 'looper', 'ngs-pipeline', 'pipeline', 'pypiper', 'rna-seq']",Python,2022
449,konrad/Introduction_to_the_Unix_Shell_for_biologists,22,"['bioinformatics', 'oer', 'shell']",Makefile,2022
85,rhshah/iCallSV,22,"['bioinformatics', 'genomics', 'next-generation-sequencing', 'python', 'structural-variation']",Python,2018
151,medvedevgroup/vargeno,22,"['algorithms', 'bioinformatics', 'computational-biology', 'data-structures', 'genotyping', 'snps']",C++,2019
447,blengerich/GenAMap,22,"['bioinformatics', 'gwas', 'structured-association-mapping']",C++,2022
448,Edinburgh-Genome-Foundry/genome_collector,22,"['bioinformatics', 'blast', 'bowtie', 'ncbi', 'python', 'synbio', 'synthetic-biology', 'taxid']",Python,2022
253,gwct/referee,21,"['bioinformatics', 'genome-assembly', 'genomics', 'quality-score']",Python,2020
153,leeyang/ResPRE,21,"['bioinformatics', 'protein', 'pytorch-implmention', 'structural-biology']",Python,2019
255,pylattice/pyLattice,21,"['bioinformatics', 'biological-data-analysis', 'biophysics', 'image-analysis', 'lattice-light-sheet', 'llsm', 'tracking']",Jupyter Notebook,2020
457,rjdkmr/gcMapExplorer,21,"['bioinformatics', 'genomic-data-analysis', 'hi-c']",Python,2022
456,shiwentao00/Pocket2Drug,21,"['bioinformatics', 'deep-learning', 'drug-discovery', 'generative-model', 'graph-neural-network', 'ligand-binding-site', 'protein', 'pytorch']",Python,2022
455,wtsi-hpag/Scaff10X,21,"['10xgenomics', 'assembly', 'bioinformatics', 'breaking', 'genome', 'genomics', 'scaffolding']",C,2022
256,gitter-lab/LPWC,21,"['bioinformatics', 'clustering', 'time-series']",R,2020
28,cvdlab/nn-segmentation-for-lar,21,"['bioinformatics', 'convolutional-neural-networks', 'keras', 'mit-license', 'mri', 'neural-networks', 'python']",Python,2017
29,mikessh/mageri,21,"['amplicon', 'bioinformatics', 'cancer', 'ctdna', 'exon', 'mapping', 'mutation', 'umi', 'variant']",Java,2017
87,google/fast-simple-lcsk,21,"['algorithm', 'bioinformatics', 'bioinformatics-algorithms', 'dynamic-programming', 'genome-alignment', 'lcs', 'lcsk', 'lcskp', 'lcskpp', 'string', 'string-matching', 'strings']",C++,2018
30,mblmicdiv/course2017,21,"['bioinformatics', 'diversity', 'metagenomics', 'microbial']",Standard ML,2017
254,robinvanderlee/positive-selection,21,"['bioinformatics', 'bioinformatics-analysis', 'bioinformatics-pipeline', 'bioinformatics-scripts', 'codeml', 'comparative-genomics', 'computational-biology', 'ensembl', 'evolution', 'genetics', 'genome-analysis', 'genomes', 'genomics', 'immunity', 'positive-selection', 'primates', 'sequence-alignment']",Perl,2020
352,jangevaare/PhyloTrees.jl,21,"['bioinformatics', 'julia', 'phylogenetic-trees', 'phylogenetics']",Julia,2021
353,sanger-pathogens/companion,21,"['annotation', 'bioinformatics', 'genome', 'genomics', 'lua', 'nextflow', 'parasites', 'pipeline']",Lua,2021
86,mjendrusch/nimna,21,"['bindings', 'bioinformatics', 'nim', 'rna-design', 'rna-structure-prediction']",Nim,2018
155,bioinformatics-core-shared-training/cruk-summer-school-2019,20,"['bioinformatics', 'cruk', 'summerschool']",HTML,2019
258,chmccarthy/Pangloss,20,"['bioinformatics', 'eukaryotes', 'pangenome']",Perl,2020
462,stephenturner/kgp,20,"['1000genomes', 'bioinformatics', 'genetics', 'genomics', 'metadata', 'population-genetics', 'sequencing']",R,2022
461,sbg/sevenbridges-cwl,20,"['bioinformatics', 'common-workflow-language', 'cwl', 'python', 'sevenbridges']",Python,2022
460,jithin8mathew/Protein-feature-extraction,20,"['bioinformatics', 'bioinformatics-analysis', 'bioinformatics-data', 'bioinformatics-pipeline', 'biopython', 'deep-learning', 'extract-features', 'fasta', 'feature-extraction', 'linux', 'machine-learning', 'protein-feature-extraction', 'protein-sequences', 'windows']",Python,2022
459,CBSR-Biobank/bbweb,20,"['biobank', 'bioinformatics', 'biospecimen', 'lims']",Scala,2022
458,victor369basu/ProteinStructurePrediction,20,"['3d', 'ai', 'attention-mechanism', 'bioinformatics', 'data-science', 'machine-learning', 'medical', 'protein', 'protein-structure', 'python3', 'pytorch', 'transformer']",Python,2022
354,metageni/Scaffold_builder,20,"['assembly', 'bacterial-genomes', 'bioinformatics', 'scaffolding']",Python,2021
355,usegalaxy-eu/sars-cov-2-processing-requests,20,"['bioinformatics', 'galaxy', 'sars-cov-2', 'usegalaxy']",Python,2021
154,mklarqvist/tachyon,20,"['bioinformatics', 'compression', 'genetics', 'genomics', 'variant-analysis']",C++,2019
259,clintval/cvbio,20,"['bioinformatics', 'computational-biology', 'disambiguation', 'genomics', 'ngs']",Scala,2020
257,VespucciProject/Vespucci,20,"['bioinformatics', 'cheminformatics', 'chemistry', 'spectroscopy']",C++,2020
156,SGBC/galaksio,20,"['bioinformatics', 'bioinformatics-analysis', 'docker', 'easy-to-use', 'galaxy', 'ngs', 'reproducible-research', 'science', 'user-friendly', 'workflow', 'workflows']",JavaScript,2019
158,IbrahimTanyalcin/lexicon-mono-seq,20,"['alignment', 'animation-library', 'ascii', 'ascii-art', 'async-programming', 'bioinformatics', 'biology', 'data-visualization', 'good-first-issue', 'help-wanted', 'javascript', 'javascript-library', 'msa', 'msa-viewer', 'sequence-alignment', 'vanilla-javascript']",JavaScript,2019
157,G3viz/g3lollipop.js,20,"['bioinformatics', 'genomics-visualization', 'lollipop-plot', 'variants', 'visualize-mutation-data']",JavaScript,2019
358,shao-lab/MotifScan,20,"['bioinformatics', 'motif-discovery', 'transcription-factors']",Python,2021
357,apietrelli/myVCF,20,"['bioinformatics', 'gui', 'myvcf-gui', 'ngs', 'ngstools']",Python,2021
356,brentp/hts-zig,20,"['bioinformatics', 'genomics', 'hacktoberfest', 'htslib', 'zig', 'ziglang']",Zig,2021
88,widdowquinn/2018-03-06-ibioic,20,"['bioinformatics', 'biopython', 'blast', 'jupyter-notebook', 'python', 'teaching', 'teaching-materials', 'uniprot']",HTML,2018
89,nf-core/cookiecutter,19,"['bioinformatics', 'bioinformatics-pipeline', 'cookiecutter', 'cookiecutter-template', 'nextflow', 'pipeline', 'template', 'workflow']",Nextflow,2018
464,lweasel/piquant,19,"['bioinformatics', 'quantification', 'rna-sequencing', 'transcripts']",Python,2022
463,Zenleaf/entrez-rs,19,"['bioinformatics', 'biorust', 'blast', 'entrez', 'gene', 'medical', 'ncbi', 'pubmed', 'rust']",Rust,2022
91,mbhall88/taeper,19,"['bioinformatics', 'nanopore', 'python', 'simulation']",Python,2018
90,leonjessen/PepTools,19,"['bioinformatics', 'datascience', 'encoding-peptides', 'epitope-prediction-methods', 'immunoinformatics', 'immunological-bioinformatics', 'peptide-data', 'peptides', 'r', 'research', 'rstats', 'vaccine']",R,2018
467,carjed/helmsman,19,"['bioinformatics', 'mutational-signatures', 'sequencing', 'somatic-variants', 'vcf']",Python,2022
361,clemgoub/TypeTE,19,"['alu', 'bioinformatics', 'genotype-likelihoods', 'genotyping', 'short-reads', 'transposable-elements', 'transposons', 'vcf']",Perl,2021
360,kotori-y/pySmash,19,"['bioinformatics', 'cheminformatics', 'rdkit', 'toxicity']",Jupyter Notebook,2021
359,slowikj/seqR,19,"['bioinformatics', 'bioinformatics-tool', 'dna-processing', 'feature-engineering', 'feature-extraction', 'genomics', 'hashing', 'hashing-algorithms', 'k-mer', 'k-mer-counting', 'kmer', 'kmer-counting', 'kmer-frequency-count', 'kmers', 'ngram', 'ngrams', 'protein-sequences', 'rcpp', 'rcppparallel', 'rpackage']",C++,2021
466,dongxuemin666/RNA-combine,19,"['bioinformatics', 'rna-seq', 'single-cell']",Python,2022
465,eblancoga/seqcode,19,"['bioinformatics', 'chip-seq', 'epigenetics', 'epigenomics', 'genomics', 'genomics-visualization']",C,2022
159,deeptools/HiCBrowser,19,"['bioinformatics', 'browser', 'docker', 'epigenetics', 'genomics', 'hi-c', 'hicexplorer', 'visualization']",JavaScript,2019
31,Bohdan-Khomtchouk/biosemble,19,"['artificial-intelligence', 'bioinformatics', 'bionlp', 'computational-biology', 'cython', 'machine-learning', 'nlp', 'python', 'wordnet']",Python,2017
1,mpieva/mapping-iterative-assembler,19,"['alignment', 'bioinformatics', 'consensus-calling', 'contamination', 'genomics', 'mitochondria']",C,2013
260,lutteropp/QuartetScores,19,['bioinformatics'],C++,2020
261,compmetagen/micca,19,"['amplicon', 'bioinformatics', 'clustering', 'metagenomics']",Python,2020
262,AlgoLab/shark,19,"['alignment-free', 'bioinformatics', 'filtering', 'rna-seq']",C++,2020
468,spaceth/goldenrecord,18,"['bioinformatics', 'dna', 'genetics', 'huffman', 'music']",TypeScript,2022
4,seandavi/ngCGH,18,"['bioinformatics', 'cancer-genomics', 'genomics', 'python', 'sequencing']",Python,2016
161,nilesh-tawari/ChronQC,18,"['bioinformatics', 'bioinformatics-analysis', 'bioinformatics-data', 'ngs', 'python', 'qc', 'quality-control', 'visualization']",HTML,2019
160,otiai10/yacle,18,"['bioinformatics', 'common-workflow-language', 'cwl']",Go,2019
92,AnthonyMRios/adversarial-relation-classification,18,"['bioinformatics', 'biomedical-data-science', 'machine-learning', 'natural-language-processing', 'nlp', 'nlp-machine-learning', 'relation-extraction']",Python,2018
93,rpeckner-broad/Specter,18,"['bioinformatics', 'computational-biology', 'linear-regression', 'mass-spectrometry', 'proteomics']",Python,2018
94,nicolebrimmer/senior-thesis,18,"['bioinformatics', 'deep-learning', 'lstm', 'machine-learning']",Python,2018
32,prashnts/metaRNA,18,"['bioinformatics', 'genomics', 'python', 'rna', 'vienna']",C,2017
263,SGDDNB/hrpi,18,"['bioinformatics', 'reprogramming', 'rna-seq', 'single-cell']",HTML,2020
362,robertamezquita/marge,18,"['bioinformatics', 'chip-seq', 'r']",R,2021
264,mgalardini/pdb2uniprot,17,"['bioinformatics', 'pdb', 'protein-structure']",Python,2020
265,vermasrijan/srijan-gsoc-2020,17,"['bioinformatics', 'covid-19', 'differential-privacy', 'federated-learning', 'google-summer-of-code', 'gsoc', 'gsoc-2020', 'gtex', 'multiparty-computation', 'openmined', 'pygrid', 'pysyft']",Jupyter Notebook,2020
367,hosseinshn/Velodrome,17,"['bioinformatics', 'domain-generalization', 'drug-response-prediction', 'out-of-distribution-generalization', 'pharmacogenomics', 'transferlearning']",Python,2021
368,hallamlab/pathway2vec,17,"['biocyc', 'bioinformatics', 'deep-learning', 'embedding', 'heterogeneous-information-networks', 'metacyc', 'metapath', 'pathway-prediction', 'pathway-tools']",Python,2021
369,stajichlab/biosample_metadata,17,"['bioinformatics', 'biosample', 'ncbi-biosamples', 'ncbi-sra']",Python,2021
95,slowkow/homerkit,17,"['bioinformatics', 'enrichment', 'rstats', 'transcription-factors']",R,2018
366,BojarLab/SweetNet,17,"['bioinformatics', 'glycans', 'glycobiology', 'machine-learning']",Jupyter Notebook,2021
365,jdrudolph/photon,17,"['bioinformatics', 'biological-data-analysis', 'biology', 'pathways', 'phosphoproteomics', 'phosphorylation', 'proteomics', 'signaling-networks', 'signaling-pathways']",Python,2021
34,anilchalisey/parseR,17,"['bioinformatics', 'pipeline', 'r', 'rna-seq']",R,2017
33,arshajii/lava,17,['bioinformatics'],C,2017
266,pblischak/polyploid-genotyping,17,"['bioinformatics', 'cpp11', 'genotype-likelihoods', 'manuscript', 'population-genetics', 'rcpp', 'snp-genotyping']",C++,2020
363,linsalrob/PhageHosts,17,"['bioinformatics', 'phage']",Python,2021
267,wiedenhoeft/HaMMLET,17,"['bayesian-data-analysis', 'bayesian-inference', 'bayesian-statistics', 'bioinformatics', 'genome', 'genome-analysis', 'genomics', 'hidden-markov-model', 'hidden-markov-models', 'hmm', 'machine-learning', 'segmentation', 'statistical-inference', 'statistics', 'time-series', 'time-series-analysis', 'wavelet', 'wavelet-compression', 'wavelet-transform', 'wavelets']",C++,2020
268,ghar1821/Chronoclust,17,"['bioinformatics', 'cluster-tracking', 'clustering', 'cytometry', 'time-series-clustering']",Python,2020
364,anazhmetdin/siRNAdesigner,17,"['bioinformatics', 'sirna', 'sirna-design']",Python,2021
162,insilichem/tangram,17,"['bioinformatics', 'cheminformatics', 'graphical-interface', 'ucsf-chimera']",Shell,2019
37,ababaian/bioSyntax-archive,16,"['bam', 'bioinformatics', 'computational-biology', 'fasta', 'gedit', 'less', 'pdb', 'sam', 'sublime', 'syntax-highlighting', 'vcf', 'vim']",Vim script,2017
36,pfnet-research/BMI219-2017-ProteinFolding,16,"['bioinformatics', 'chainer', 'deep-learning']",Python,2017
35,luntergroup/bamsplit,16,"['bam-files', 'bioinformatics', 'haplotypes', 'variants']",Python,2017
163,mwootten/snn-seizure-prediction,16,"['bioinformatics', 'jupyter-notebook', 'seizure-prediction']",Jupyter Notebook,2019
164,Illumina/happyR,16,"['bioinformatics', 'r', 'variant-analysis', 'vcf-comparison']",R,2019
269,nasqar/ClusterProfShinyGSEA,16,"['bioinformatics', 'geneset-enrichment', 'geneset-enrichment-analysis', 'gsea', 'kegg', 'kegg-pathway', 'r', 'shiny-apps', 'visualization', 'web-application']",R,2020
96,KCCG/seave,16,"['bedtools', 'bioinformatics', 'clinical', 'gemini', 'genetics', 'genomics', 'html', 'php', 'research', 'sequencing', 'web', 'wgs']",HTML,2018
270,egaffo/CirComPara,16,"['bioinformatics', 'bioinformatics-pipeline', 'circrna', 'circrnas', 'circseq', 'circular-rna', 'gene-expression', 'rna-seq', 'rna-seq-analysis', 'rna-seq-data', 'rna-seq-pipeline', 'transcriptomics']",R,2020
97,weng-lab/umitools,16,"['bioinformatics', 'high-throughput-sequencing', 'rna-seq', 'small-rna', 'umi', 'unique-molecular-identifier']",Python,2018
98,jia-zhuang/mapper,16,"['bioinformatics', 'cnv', 'genomics', 'nipt', 'sequence-alignment']",C,2018
370,ksahlin/IsoCon,16,"['bioinformatics', 'ccs', 'clustering', 'error-correction', 'long-reads', 'transcriptome']",Python,2021
371,kad-ecoli/python_scripts,16,"['bioinformatics', 'gene-ontology', 'protein-sequences', 'protein-structure']",Python,2021
5,ChillarAnand/fadapa,16,"['bioinformatics', 'fastqc', 'python']",Jupyter Notebook,2016
272,arvkevi/clinvar-kaggle,16,"['bioinformatics', 'genomics', 'kaggle', 'kaggle-dataset', 'machine-learning']",Python,2020
271,DavideNardone/A-Sparse-Coding-Based-Approach-for-Class-Specific-Feature-Selection,16,"['bioinformatics', 'compressed-sensing', 'feature-selection', 'machine-learning', 'optimization', 'sparse-coding', 'tuning-parameters']",Python,2020
6,drewwiens/TensorFlow-DNNs-for-Predicting-DNA-Transcription-Factor-Binding,15,"['bioinformatics', 'deep-neural-networks', 'dna-sequences', 'machine-learning', 'tensorflow', 'transcription-factors']",Python,2016
38,ujenjt/miprimer,15,"['bioinformatics', 'primer-design', 'webapp']",CSS,2017
373,amirmohan/SPROUT,15,"['bioinformatics', 'crispr-cas9', 'dna-repair', 'machine-learning']",Python,2021
99,genetics-statistics/faster_lmm_d,15,"['arrayfire', 'bioinformatics', 'dlang', 'genomics', 'gpu', 'gwas', 'gwas-tools', 'opencl']",D,2018
165,sstadick/rumi,15,"['algorithms', 'bioinformatics', 'rust', 'umi']",Rust,2019
276,sandberg-lab/Spreading-Correction,15,"['bioinformatics', 'single-cell-sequencing']",Jupyter Notebook,2020
275,delosh653/ECHO,15,"['bioinformatics', 'bioinformatics-tool', 'circadian', 'circadian-rhythm', 'circadian-rhythmicity', 'echo', 'extended-harmonic-oscillators', 'finding-rhythms', 'omics', 'oscillators', 'proteomics', 'transcriptomics']",R,2020
274,boxiangliu/covseq,15,"['bioinformatics', 'covid-19', 'sars-cov-2', 'visualization']",HTML,2020
273,brentp/genoiser,15,"['bioinformatics', 'genomics', 'high-throughput-sequencing', 'nim', 'nim-lang']",Nim,2020
372,soedinglab/BaMMmotif2,15,"['bioinformatics', 'chip-seq', 'motif-analysis', 'motif-discovery', 'ngs-analysis']",C++,2021
374,SystemsGenetics/gene-oracle,15,"['bioinformatics', 'dataset', 'deep-learning', 'gene', 'genetic-algorithm', 'machine-learning', 'rna-seq']",Python,2021
168,Eslam-Samir-Ragab/Sequence-database-curator,15,"['bioinformatics', 'curator', 'database', 'fasta', 'fastq', 'gene', 'genetics', 'genomics', 'metagenomics', 'ncbi', 'nucleotide', 'protein', 'proteomics', 'redundancy', 'sequence']",Python,2019
166,lasersonlab/single-cell-experiments,15,"['bioinformatics', 'genomics', 'human-cell-atlas', 'single-cell']",Jupyter Notebook,2019
167,mklarqvist/libflagstats,15,"['avx2', 'avx512', 'bioinformatics', 'genetics', 'popcnt', 'popcount', 'pospopcnt', 'simd', 'sse4']",C,2019
172,NCBI-Hackathons/HLAClustRView,14,"['bioinformatics', 'bioinformatics-tool', 'clustering', 'data-science', 'hla-typing', 'metrics', 'package', 'r', 'visualization']",R,2019
169,bionode/bionode-fasta,14,"['bioinformatics', 'bionode', 'nodejs', 'parser', 'tools']",JavaScript,2019
279,shadowk29/CUSUM,14,"['bioinformatics', 'c', 'digital-signal-processing', 'dna', 'feature-detection', 'feature-extraction', 'nanopore', 'single-molecule', 'time-series-analysis']",C,2020
278,yangjl/pseudoRef,14,"['bcf', 'bioinformatics', 'devtools', 'pseudo-reference-genome']",HTML,2020
277,SchulzLab/EpigenomicsTutorial-ISMB2017,14,"['bioinformatics', 'epigenomics', 'tutorial']",Shell,2020
7,shenwei356/gtaxon,14,"['bioinformatics', 'client', 'golang', 'lca', 'restful', 'server', 'taxonomy']",Go,2016
280,kloetzl/pfasta,14,"['bioinformatics', 'fasta', 'fasta-parser']",C,2020
175,evocellnet/ptm_hotspots,14,"['bioinformatics', 'phosphoproteomics', 'protein-domains']",Python,2019
174,nshomron/hoobari,14,"['bioinformatics', 'cell-free-dna', 'cell-free-fetal-dna', 'dna', 'fetal', 'genomics', 'ngs', 'nipt', 'sequencing', 'variant-calling']",Python,2019
173,defleury/Schmidt_et_al_2016_community_similarity,14,"['bioinformatics', 'biology', 'ecology', 'networks']",R,2019
171,Azure/azure-hpc,14,"['azure-hpc', 'azure-storage', 'bioinformatics', 'blast', 'blast-search', 'blast-searches', 'blastn', 'lifescience', 'research']",JavaScript,2019
170,xuehansheng/DeepMNE-CNN,14,"['bioinformatics', 'function-prediction']",Python,2019
281,molleraj/MetaCRAST,14,"['bioinformatics', 'bioinformatics-pipeline', 'ecology', 'metagenomic-data', 'metagenomics', 'perl']",Perl,2020
102,sbg/Mitty,13,"['bioinformatics', 'genomics', 'simulator']",Python,2018
101,kn-bioinf/dotplot,13,"['bioinformatics', 'dotplot', 'gene-similarity', 'protein-sequence', 'visualisation']",Python,2018
178,Colelyman/kleuren,13,"['bioinformatics', 'de-bruijn-graphs', 'phylogenetics', 'phylogeny']",C++,2019
177,Biochemistry1-FFM/uORF-Tools,13,"['bioinformatics', 'high-throughput-sequencing', 'ribosome-profiling', 'snakemake']",Python,2019
176,scastlara/ppaxe,13,"['bioinformatics', 'gene-network', 'machine-learning', 'nlp', 'protein-protein-interaction', 'text-mining']",Python,2019
105,TeamMacLean/atacr,13,"['analysis', 'atac-seq', 'bioinformatics', 'capture', 'count-data', 'data', 'genomics', 'r', 'rnaseq', 'science']",R,2018
104,robsyme/nf-repeatmasking,13,"['bioinformatics', 'genomics', 'nextflow', 'transposable-elements']",Perl,2018
100,krejciadam/hammock,13,"['bioinformatics', 'clustering', 'java', 'multiple-sequence-alignment', 'phage-display', 'sequence-clustering']",Java,2018
103,mmtechslv/nwunch,13,"['alignment', 'alignment-algorithm', 'bioinformatics', 'demo', 'needleman-wunsch', 'needleman-wunsch-algorithm', 'python', 'sequence-alignment']",Python,2018
179,masyagin1998/bio-alignment,12,"['bioinformatics', 'comparing-biological-sequences', 'dynamic-programming', 'hirschberg', 'needleman-wunsch', 'smith-waterman']",C,2019
108,andersgs/harrietr,12,"['bioinformatics', 'evolution', 'phylogenetics', 'r']",R,2018
106,AliciaSchep/ggmotif,12,"['bioinformatics', 'r', 'visualization']",R,2018
107,lynnlangit/AdvancedPythonForBio,12,"['bioinformatics', 'python']",Jupyter Notebook,2018
39,hng/BiomolecularStructures.jl,12,"['bioinformatics', 'blast', 'julia', 'mafft', 'pdb']",Julia,2017
40,evocellnet/ksea,12,"['bioinformatics', 'kinase-activity-predictions', 'proteomics']",R,2017
41,dib-lab/rcgrep,12,"['bioinformatics', 'dna', 'genomics', 'search']",Python,2017
42,widdowquinn/Teaching-IBioIC-Intro-to-Bioinformatics,12,"['bioinformatics', 'bioinformatics-course', 'blast', 'jupyter-notebook', 'mybinder', 'python', 'structural-biology', 'teaching', 'teaching-materials', 'uniprot']",HTML,2017
43,Kyubyong/neurobind,12,"['binding', 'bioinformatics', 'motif-discovery']",Python,2017
8,mikessh/oncofuse,12,"['bioinformatics', 'fusion', 'rna-seq']",Groovy,2016
181,frazer-lab/i2QTL-SV-STR-analysis,11,"['bioinformatics', 'research', 'structural-variation']",Jupyter Notebook,2019
183,sndrtj/afplot,11,"['bioinformatics', 'vcf', 'visualization']",Python,2019
109,fkaiserbio/fit3d,11,"['bioinformatics', 'chemoinformatics', 'protein-structure']",Java,2018
182,summonholmes/upgma,11,"['bioinformatics', 'clustering', 'data-science', 'data-visualization', 'matplotlib', 'numpy', 'pandas', 'scipy', 'seaborn', 'unsupervised-learning', 'upgma']",Python,2019
48,mdshw5/strandex,11,"['bioinformatics', 'fastq', 'regex']",Python,2017
180,antigenomics/repseq-annotation-tutorial,11,"['bioinformatics', 'immunology', 'r', 'sequencing', 'tutorial']",TeX,2019
47,ucdavis-bioinformatics-training/2017-June-RNA-Seq-Workshop,11,"['bioinformatics', 'rna-seq', 'workshop-materials']",HTML,2017
46,kristiyanto/GUIdock,11,"['bioconductor', 'bioinformatics', 'bioinformatics-pipeline', 'cytoscape', 'docker']",Shell,2017
